shop,address,count,shopid,shop+address
マンガ倉庫八女,福岡県八女市吉田123 ,2,shop_id=10503,マンガ倉庫八女 福岡県八女市吉田123 
G-pala小倉店,福岡県北九州市小倉南区上葛原1-14-1 ,4,shop_id=8978,G-pala小倉店 福岡県北九州市小倉南区上葛原1-14-1 
G-stage小倉,福岡県北九州市小倉北区浅野2-14-5 あるあるCity2F ,2,shop_id=12289,G-stage小倉 福岡県北九州市小倉北区浅野2-14-5 あるあるCity2F 
ラウンドワンスタジアム小倉,福岡県北九州市小倉北区西港町15-65 ,4,shop_id=10743,ラウンドワンスタジアム小倉 福岡県北九州市小倉北区西港町15-65 
楽市楽座砂津店,福岡県北九州市小倉北区砂津３丁目１－１ チャチャタウン小倉Ｂ棟３階,2,shop_id=3715,楽市楽座砂津店 福岡県北九州市小倉北区砂津３丁目１－１ チャチャタウン小倉Ｂ棟３階
ラウンドワン大野城,福岡県大野城市御笠川1-18-16 ,4,shop_id=11652,ラウンドワン大野城 福岡県大野城市御笠川1-18-16 
プラサカプコン直方店,福岡県直方市湯野原２－１－１ イオン直方２階,4,shop_id=1076,プラサカプコン直方店 福岡県直方市湯野原２－１－１ イオン直方２階
G-pala博多店,福岡県福岡市博多区東光寺町2丁目6-40 ,2,shop_id=9970,G-pala博多店 福岡県福岡市博多区東光寺町2丁目6-40 
G-stage七隈,福岡県福岡市城南区七隈8-4-8 ,2,shop_id=12288,G-stage七隈 福岡県福岡市城南区七隈8-4-8 
GiGOミーナ天神,福岡県福岡市中央区天神 4丁目3番8号ミーナ天神7階70,2,shop_id=12346,GiGOミーナ天神 福岡県福岡市中央区天神 4丁目3番8号ミーナ天神7階70
namcoららぽーと福岡,福岡県福岡市博多区 那珂 6-23-1 ららぽーと福岡内4F ,8,shop_id=11822,namcoららぽーと福岡 福岡県福岡市博多区 那珂 6-23-1 ららぽーと福岡内4F 
namco博多バスターミナル店,福岡県福岡市博多区博多駅中央街２－１ 博多バスターミナル７階,10,shop_id=1714,namco博多バスターミナル店 福岡県福岡市博多区博多駅中央街２－１ 博多バスターミナル７階
タイトーステーション福岡天神店,福岡県福岡市中央区天神２ー６ー３５ サザンクロスビル,4,shop_id=3794,タイトーステーション福岡天神店 福岡県福岡市中央区天神２ー６ー３５ サザンクロスビル
ラウンドワンスタジアム博多半道橋店,福岡県福岡市博多区半道橋２丁目２番８号 ラウンドワンスタジアム博多半道橋,2,shop_id=6921,ラウンドワンスタジアム博多半道橋店 福岡県福岡市博多区半道橋２丁目２番８号 ラウンドワンスタジアム博多半道橋
ラウンドワン福岡天神,福岡県福岡市中央区天神2-6-12 ,4,shop_id=11635,ラウンドワン福岡天神 福岡県福岡市中央区天神2-6-12 
楽市楽座福重店,福岡県福岡市西区石丸４－２６３－１ 楽市楽座福重,2,shop_id=8234,楽市楽座福重店 福岡県福岡市西区石丸４－２６３－１ 楽市楽座福重
楽市街道箱崎店２Ｆ,福岡県福岡市東区箱崎５丁目１番８号 楽市街道箱崎,2,shop_id=5699,楽市街道箱崎店２Ｆ 福岡県福岡市東区箱崎５丁目１番８号 楽市街道箱崎
楽市楽座行橋店,福岡県行橋市西泉６－１－１ コスタ行橋,2,shop_id=6203,楽市楽座行橋店 福岡県行橋市西泉６－１－１ コスタ行橋
Ｇ－ｓｔａｇｅ飯塚店,福岡県飯塚市枝国６８０－２ Ｇ－ｓｔａｇｅ飯塚,2,shop_id=11171,Ｇ－ｓｔａｇｅ飯塚店 福岡県飯塚市枝国６８０－２ Ｇ－ｓｔａｇｅ飯塚
サンゲームス新宮店,福岡県糟屋郡新宮町美咲3-1-40 新宮ドーム,2,shop_id=9054,サンゲームス新宮店 福岡県糟屋郡新宮町美咲3-1-40 新宮ドーム
最後の5ドル,福岡県糟屋郡粕屋町大字仲原2706 ,6,shop_id=6775,最後の5ドル 福岡県糟屋郡粕屋町大字仲原2706 
楽市楽座２１０トリアス店,福岡県糟屋郡久山町山田９９０ 楽市楽座２１０トリアス,2,shop_id=3667,楽市楽座２１０トリアス店 福岡県糟屋郡久山町山田９９０ 楽市楽座２１０トリアス
ソニックワールド伊万里店,佐賀県伊万里市二里町八谷搦１８９番地３ ソニックワールド伊万里,2,shop_id=11173,ソニックワールド伊万里店 佐賀県伊万里市二里町八谷搦１８９番地３ ソニックワールド伊万里
namcoモラージュ佐賀店,佐賀県佐賀市巨勢町大字牛島730 モラージュ佐賀 南館1F,6,shop_id=10533,namcoモラージュ佐賀店 佐賀県佐賀市巨勢町大字牛島730 モラージュ佐賀 南館1F
タイトーFステーション モラージュ佐賀店,佐賀県佐賀市巨勢町牛島730 モラージュ佐賀2F,4,shop_id=11855,タイトーFステーション モラージュ佐賀店 佐賀県佐賀市巨勢町牛島730 モラージュ佐賀2F
ラウンドワンスタジアム佐賀店,佐賀県佐賀市兵庫町大字藤木１１１０ ,2,shop_id=6113,ラウンドワンスタジアム佐賀店 佐賀県佐賀市兵庫町大字藤木１１１０ 
楽市楽座３０３佐賀大和店,佐賀県佐賀市大和町尼寺２９６５ イオン佐賀大和,2,shop_id=6197,楽市楽座３０３佐賀大和店 佐賀県佐賀市大和町尼寺２９６５ イオン佐賀大和
遊道楽嘉瀬店,佐賀県佐賀市嘉瀬町大字中原２４８８－１ 遊道楽嘉瀬,4,shop_id=6239,遊道楽嘉瀬店 佐賀県佐賀市嘉瀬町大字中原２４８８－１ 遊道楽嘉瀬
GiGO武雄,佐賀県武雄市武雄町富岡12517-1 アクロスプラザ武雄,2,shop_id=6557,GiGO武雄 佐賀県武雄市武雄町富岡12517-1 アクロスプラザ武雄
アミパラ佐世保店,長崎県佐世保市大塔町１８－１５ アミパラ佐世保,4,shop_id=6529,アミパラ佐世保店 長崎県佐世保市大塔町１８－１５ アミパラ佐世保
サンゲームス佐世保店,長崎県佐世保市田原町38-1 ,2,shop_id=11288,サンゲームス佐世保店 長崎県佐世保市田原町38-1 
モーリーファンタジー大塔店,長崎県佐世保市大塔町１４－２ イオン大塔３階,2,shop_id=3050,モーリーファンタジー大塔店 長崎県佐世保市大塔町１４－２ イオン大塔３階
ソニックワールド大村店,長崎県大村市古賀島町３８３－１ ソニックワールド大村,2,shop_id=11172,ソニックワールド大村店 長崎県大村市古賀島町３８３－１ ソニックワールド大村
GiGO諫早,長崎県諫早市小川町90-1 ,4,shop_id=6475,GiGO諫早 長崎県諫早市小川町90-1 
G-stage浜町,長崎県長崎市浜町2-26 ,2,shop_id=11195,G-stage浜町 長崎県長崎市浜町2-26 
G-pala時津店,長崎県西彼杵郡時津町野田郷59 ,2,shop_id=3856,G-pala時津店 長崎県西彼杵郡時津町野田郷59 
遊道楽時津,長崎県西彼杵郡時津町元村郷863-10 ,2,shop_id=11612,遊道楽時津 長崎県西彼杵郡時津町元村郷863-10 
FESTA人吉店,熊本県人吉市宝来町1307番地1 HITOYOSHI-REX,2,shop_id=2018,FESTA人吉店 熊本県人吉市宝来町1307番地1 HITOYOSHI-REX
ゴーゴーバンビーノ,熊本県人吉市下林町122番1 ,2,shop_id=11135,ゴーゴーバンビーノ 熊本県人吉市下林町122番1 
マンガ倉庫 八代店,熊本県八代市沖町3989-1 ,2,shop_id=11246,マンガ倉庫 八代店 熊本県八代市沖町3989-1 
パスカワールド宇土店,熊本県宇土市善道寺町綾織95 宇土シティモール,2,shop_id=11765,パスカワールド宇土店 熊本県宇土市善道寺町綾織95 宇土シティモール
ＦＥＳＴＡ山鹿店,熊本県山鹿市方保田鳥越３４６８－１ ＦＥＳＴＡ山鹿,2,shop_id=3383,ＦＥＳＴＡ山鹿店 熊本県山鹿市方保田鳥越３４６８－１ ＦＥＳＴＡ山鹿
THE 3RD PLANET 下通り店,熊本県熊本市中央区手取本町4-12 ザ・ファインビルB1,2,shop_id=5820,THE 3RD PLANET 下通り店 熊本県熊本市中央区手取本町4-12 ザ・ファインビルB1
namcoワンダーシティ南熊本店,熊本県熊本市中央区九品寺6丁目9番1 ワンダーシティ南熊本,8,shop_id=1886,namcoワンダーシティ南熊本店 熊本県熊本市中央区九品寺6丁目9番1 ワンダーシティ南熊本
サンゲームス熊本インタープラザ,熊本県熊本市東区御領8-4-82 ,2,shop_id=10507,サンゲームス熊本インタープラザ 熊本県熊本市東区御領8-4-82 
スポラ九品寺,熊本県熊本市中央区九品寺5-10-15 ,2,shop_id=11613,スポラ九品寺 熊本県熊本市中央区九品寺5-10-15 
ラウンドワン熊本店,熊本県熊本市春日７－２５－１５ ,2,shop_id=6116,ラウンドワン熊本店 熊本県熊本市春日７－２５－１５ 
ザ・サードプラネット荒尾店,熊本県荒尾市原万田700-1 ,2,shop_id=11555,ザ・サードプラネット荒尾店 熊本県荒尾市原万田700-1 
パスカワールドグリーンランド店,熊本県荒尾市本井手1574-54 パスカワールドグリーンランド,4,shop_id=11766,パスカワールドグリーンランド店 熊本県荒尾市本井手1574-54 パスカワールドグリーンランド
モーリーファンタジー熊本店,熊本県上益城郡嘉島町上島字長池2232 イオン熊本2階,2,shop_id=10256,モーリーファンタジー熊本店 熊本県上益城郡嘉島町上島字長池2232 イオン熊本2階
スポラ菊陽,熊本県菊池郡菊陽町 津久礼駄飼代 2617-2 ,4,shop_id=11614,スポラ菊陽 熊本県菊池郡菊陽町 津久礼駄飼代 2617-2 
GiGO中津,大分県中津市沖代町1-2-16 ,2,shop_id=5592,GiGO中津 大分県中津市沖代町1-2-16 
ユーズランド三光店,大分県中津市三光佐知１０３２ イオンモール三光２階,4,shop_id=5564,ユーズランド三光店 大分県中津市三光佐知１０３２ イオンモール三光２階
FESTA佐伯店,大分県佐伯市鶴岡西町2丁目163番地 コスモタウン佐伯内,2,shop_id=1115,FESTA佐伯店 大分県佐伯市鶴岡西町2丁目163番地 コスモタウン佐伯内
ゆめタウン別府店ＢＩＧＷＡＶＥ,大分県別府市楠町３８２－６ ゆめタウン別府,2,shop_id=1197,ゆめタウン別府店ＢＩＧＷＡＶＥ 大分県別府市楠町３８２－６ ゆめタウン別府
GiGO高城,大分県大分市牧1-161-8 セガワールド高城,2,shop_id=1155,GiGO高城 大分県大分市牧1-161-8 セガワールド高城
ゲームラボ　サイドセブン,大分県大分市上宗方1-649-1 ,2,shop_id=11735,ゲームラボ　サイドセブン 大分県大分市上宗方1-649-1 
タイトーFステーション セントポルタ大分店,大分県大分市中央町2‐1-1 ,2,shop_id=3619,タイトーFステーション セントポルタ大分店 大分県大分市中央町2‐1-1 
タイトーステーションアミュプラザおおいた,大分県大分市要町１－１４ アミュプラザおおいた４階,2,shop_id=9072,タイトーステーションアミュプラザおおいた 大分県大分市要町１－１４ アミュプラザおおいた４階
プラサカプコン大分店,大分県大分市公園通り西２－１ イオンパークプレイス大分２階,4,shop_id=127,プラサカプコン大分店 大分県大分市公園通り西２－１ イオンパークプレイス大分２階
ラウンドワンスタジアム大分,大分県大分市萩原2-13-17 ,2,shop_id=11657,ラウンドワンスタジアム大分 大分県大分市萩原2-13-17 
ＦＥＳＴＡフリーモールわさだ店,大分県大分市木上鉾手２１０２ ＦＥＳＴＡフリーモールわさだ,2,shop_id=2103,ＦＥＳＴＡフリーモールわさだ店 大分県大分市木上鉾手２１０２ ＦＥＳＴＡフリーモールわさだ
ラウンドワンスタジアム宮崎店,宮崎県宮崎市中村東3丁目4-60 ,4,shop_id=9977,ラウンドワンスタジアム宮崎店 宮崎県宮崎市中村東3丁目4-60 
楽市楽座イオンモール宮崎店,宮崎県宮崎市新別府町江口８６２－１ イオン宮崎２階区画№２３１,2,shop_id=3716,楽市楽座イオンモール宮崎店 宮崎県宮崎市新別府町江口８６２－１ イオン宮崎２階区画№２３１
GiGO延岡,宮崎県延岡市平原町5-1492-8 GiGO延岡,2,shop_id=5586,GiGO延岡 宮崎県延岡市平原町5-1492-8 GiGO延岡
モーリーファンタジー延岡店,宮崎県延岡市旭町２－２－１ イオン延岡２階,2,shop_id=3055,モーリーファンタジー延岡店 宮崎県延岡市旭町２－２－１ イオン延岡２階
namco日向店,宮崎県日向市大字日知屋14798-1 ハイパーモールメルクス日向店内,4,shop_id=1746,namco日向店 宮崎県日向市大字日知屋14798-1 ハイパーモールメルクス日向店内
サンゲームス都城北,宮崎県都城市上川東4丁目5997-4 ,2,shop_id=1083,サンゲームス都城北 宮崎県都城市上川東4丁目5997-4 
マンガ倉庫都城,宮崎県都城市吉尾町840 ,2,shop_id=10502,マンガ倉庫都城 宮崎県都城市吉尾町840 
タイトーFステーション ニシムタ出水店,鹿児島県出水市六月田町347 ,4,shop_id=10896,タイトーFステーション ニシムタ出水店 鹿児島県出水市六月田町347 
AmusementcityG-STA,鹿児島県薩摩川内市向田本町49 ,2,shop_id=11736,AmusementcityG-STA 鹿児島県薩摩川内市向田本町49 
サンゲームス天文館店,鹿児島県鹿児島市千日町5-6 ,2,shop_id=10218,サンゲームス天文館店 鹿児島県鹿児島市千日町5-6 
ザ・サードプラネットフレスポＪＰ鹿児島店,鹿児島県鹿児島市与次郎１－１１－１ フレスポジャングルパーク２階,2,shop_id=799,ザ・サードプラネットフレスポＪＰ鹿児島店 鹿児島県鹿児島市与次郎１－１１－１ フレスポジャングルパーク２階
マンガ倉庫鹿児島,鹿児島県鹿児島市小松原1-6-7 ,4,shop_id=8281,マンガ倉庫鹿児島 鹿児島県鹿児島市小松原1-6-7 
モーリーファンタジー鹿児島店,鹿児島県鹿児島市東開町7 イオンモール鹿児島3階,2,shop_id=9725,モーリーファンタジー鹿児島店 鹿児島県鹿児島市東開町7 イオンモール鹿児島3階
ラウンドワンスタジアム鹿児島宇宿,鹿児島県鹿児島市宇宿2-2-2 ,4,shop_id=11648,ラウンドワンスタジアム鹿児島宇宿 鹿児島県鹿児島市宇宿2-2-2 
マンガ倉庫鹿屋店,鹿児島県鹿屋市 寿 8-714-2 ,2,shop_id=11250,マンガ倉庫鹿屋店 鹿児島県鹿屋市 寿 8-714-2 
ラウンドワンスタジアム沖縄・宜野湾店,沖縄県宜野湾市真志喜３－２８－８ ,4,shop_id=6111,ラウンドワンスタジアム沖縄・宜野湾店 沖縄県宜野湾市真志喜３－２８－８ 
マンガ倉庫 浦添店,沖縄県浦添市城間2689-1 ,4,shop_id=11248,マンガ倉庫 浦添店 沖縄県浦添市城間2689-1 
モーリーファンタジー那覇店,沖縄県那覇市金城５－１０－２ イオン那覇３階,2,shop_id=2114,モーリーファンタジー那覇店 沖縄県那覇市金城５－１０－２ イオン那覇３階
ゲームランドジョイジャングル美浜店,沖縄県中頭郡北谷町美浜１５－６８ ドラゴンパレス２階,2,shop_id=9159,ゲームランドジョイジャングル美浜店 沖縄県中頭郡北谷町美浜１５－６８ ドラゴンパレス２階
ラウンドワン沖縄・南風原,沖縄県島尻郡南風原町兼城552 ,2,shop_id=11636,ラウンドワン沖縄・南風原 沖縄県島尻郡南風原町兼城552 
