mise,basyo
ラウンドワン府中本町駅前店,東京都府中市本町１－１３－３カネタビル
ラウンドワンスタジアムダイバーシティ東京プラザ店,東京都江東区青海1-1-10ダイバーシティ東京プラザ6階61000
ラウンドワン池袋店,東京都豊島区東池袋１－１４－１
ラウンドワン吉祥寺店,東京都武蔵野市吉祥寺本町1-11-22
パームトップス,神奈川県厚木市中町4-15-9
クラブセガ相模大野,神奈川県相模原市南区相模大野3-13-2 フレスコビル2F
クラブセガ綱島,神奈川県横浜市港北区綱島西2-6-29
クラブセガ新杉田,神奈川県横浜市磯子区杉田1-1-1らびすた新杉田2F
セガ小田原ダイナシティ,神奈川県小田原市中里296-1 ダイナシティイーストモール3F
セガイト―ヨーカドー古淵,神奈川県相模原市南区古淵3-13-33 イトーヨーカドー3F
セガ横浜中華街,神奈川県横浜市中区山下町80-1
セガ海老名,神奈川県海老名市中央一丁目４番３１号海老名プラザビル１階
セガセンター南,神奈川県横浜市都筑区茅ケ崎中央3-25
ゲームインファンファン藤沢店,神奈川県藤沢市鵠沼石上１－３－８
ドラマ藤沢店,神奈川県藤沢市本藤沢5-6-8
ドラマ港北インター店,神奈川県横浜市都筑区東方町321-6
神奈川レジャーランド厚木店,神奈川県厚木市戸室5-31-1
プラサカプコン横須賀店,神奈川県横須賀市若松町2-30モアーズシティ4F
THE 3RD PLANET 横浜本店,神奈川県横浜市都筑区中川中央1-25-1 NPモール6F
アドアーズ藤沢北口,神奈川県藤沢市藤沢４６０－１　３－４Ｆ
タイトーステーション溝の口,神奈川県川崎市高津区溝口１－１１－８ＯＫＫＡ６３４ビル３階
タイトーステーション 小田原店,神奈川県小田原市栄町１－３－１２
タイトーステーション海老名ビナウォーク店,神奈川県海老名市中央１－１８－１　ビナウォーク６番館２Ｆ
タイトーステーション 横浜西口五番街店,神奈川県横浜市西区南幸1-12-9　7階
アミューズメントランドYAZ平塚店,神奈川県平塚市田村1-4-26
アピナ橋本店,神奈川県相模原市緑区西橋本５－１－１ラ・フロール駐車場棟１階
プレビ　アリオ橋本店,神奈川県相模原市緑区大山町１－２２　アミューズメントプレビ
アミューズメントパークジアス上大岡,神奈川県横浜市港南区上大岡西2-1-28　アカフーパーク2階
アミューズメントパークジアス新横浜店,神奈川県横浜市港北区新横浜2-1-19　サザンウインズ新横浜2階
ウェアハウス川崎店,神奈川県川崎市川崎区日進町3-7
ＳＯＹＵ　GAME　FIELD湘南店,神奈川県藤沢市辻堂新町4-1-1湘南モールＦＩＬＬ2F
シルクハット本厚木,神奈川県厚木市中町２－４－１３　本厚木駅前ビル
ＡＭ ＰＩＡ 川崎モアーズ,神奈川県川崎市川崎区駅前本町７番地　岡田屋モアーズ１・２階
ＡＭサントロペ伊勢佐木町,神奈川県横浜市中区伊勢佐木町３－９６ 日活会館３階
シルクハット　横須賀中央,神奈川県横須賀市若松町１－５プライムビル地下１階
シルクハット　川崎ダイス,神奈川県川崎市川崎区駅前本町８番地ダイスビル地下２階
ＡＭ　ＰＩＡ　大船,神奈川県鎌倉市大船１－２４　大船駅前ビル１～３Ｆ
テクモピア向ヶ丘遊園店,神奈川県川崎市多摩区登戸2755ミノワホームズ1F
イミグランデ溝口店,神奈川県川崎市高津区溝口１－１４－７　第二カスタムビル
イミグランデ日吉店,神奈川県横浜市港北区日吉2-2-4
ｎａｍｃｏラゾーナ川崎店,神奈川県川崎市幸区堀川町72-1ﾗｿﾞｰﾅ川崎ﾌﾟﾗｻﾞ4階
namco横浜ワールドポーターズ店,神奈川県横浜市中区新港2-2-1横浜ワールドポーターズ5F
ラウンドワン横浜戸塚店,神奈川県横浜市戸塚区影取町１７５９－５
ラウンドワン高津店,神奈川県川崎市高津区二子４－８－１
ラウンドワン横浜綱島店,神奈川県横浜市港北区樽町２－６－４０Ｔ-PLATZ内
ラウンドワン横浜駅西口店,神奈川県横浜市西区南幸２－８－１６
ラウンドワンスタジアム川崎大師店,神奈川県川崎市川崎区殿町１－５－１
ラウンドワンららぽーと湘南平塚店,神奈川県平塚市天沼１０－１３階 ３３２８０番
メジャーロード24,新潟県見附市今町4-20-568-1
メジャーロード黒埼,新潟県新潟市西区山田３３０３
メジャーロード白根,新潟県新潟市南区上下諏訪木字論地９４８－２
メジャーゲーム館,新潟県新発田市新栄町２－４－６ジョイタウン新発田
ゲームセンタースターフィールド,新潟県長岡市新組町2003番地1
上越レジャーランボウル,新潟県上越市下門前薬島827-2
タイトーＦステーション上越店,新潟県上越市富岡3524 J-MAXシアター内1F
カプコサーカス新潟東店,新潟県新潟市東区大形本町３－１－２　ジャスコシティ新潟東
アピナ上越インター店,新潟県上越市下門前１６６１
アピナ長岡店,新潟県長岡市堺東町２２
ソユーゲームフィールド新発田店,新潟県新発田市住吉町５丁目１１番５号　イオンモール新発田２Ｆ
キラキラAsobox十日町店,新潟県十日町市丑735-1
ｎａｍｃｏ新潟店,新潟県新潟市中央区南笹口１－１－１　ひもろぎビル２Ｆ
ラウンドワンスタジアム新潟店,新潟県新潟市中央区美咲町２－１－３８
キッズサーカス五福店,富山県富山市五福1143-1
トヤマレジャーランド呉羽店,富山県富山市高木字貝塚2054
アピナ富山新庄店,富山県富山市荒川３－２－１２
アピナ富山豊田店,富山県富山市豊田町２丁目１２－６６
アピナ富山南店,富山県富山市堀川町３５５－３　マイプラザ内
ユーズランド高岡店,富山県高岡市下伏間江３８３イオンモール高岡２Ｆ
ゲームスポットアップル,富山県魚津市吉島2-407-1
セガアルプラザ金沢,石川県金沢市諸江町30-1
セガイオンタウン金沢示野,石川県金沢市戸板西2-1
バイパスレジャーランド宇ノ気店,石川県かほく市森子85
バイパスレジャーランド藤江新館,石川県金沢市藤江南2-105
バイパスレジャーランド加賀店,石川県加賀市箱宮町ヲ1-1
アピナ野々市店,石川県野々市市白山町４－１イオンタウン野々市店内
ラウンドワンスタジアム金沢店,石川県金沢市横川6-120-1
セガ福井,福井県福井市丸山1-410
セガワールド武生,福井県越前市新町3-13-4
タイトーFステーション鯖江店　,福井県鯖江市下河端町16-16-1
フクイレジャーランドワイプラザ店,福井県福井市新保北1-303　ヤスサキワイプラザＢ棟2Ｆ
福井レジャーランド板垣店,福井県福井市下馬3-102
ゲームパニック甲府,山梨県甲府市国母5-20-24
プラサカプコン甲府店,山梨県中巨摩郡昭和町西条字北河原３７１７
プレイタウンパル富士吉田店,山梨県富士吉田市新西原4-1545-1
スタジオプリモ甲府店,山梨県甲府市丸の内１－１６－２０　ココリ２F
ラウンドワン山梨・石和店,山梨県笛吹市石和町広瀬７３７－１
セガ上田,長野県上田市大字上田1847-1
セガワールド豊科,長野県安曇野市豊科南穂高1115
セガ松本,長野県松本市渚1-7-1なぎさライフサイト内
セガ岡谷,長野県岡谷市塚間町2-1-21
THE 3RD PLANET 長野大通り店,長野県長野市大字鶴賀権堂町１５０６－３長電権堂第２ビル１Ｆ
楽市楽座イオンモール松本店,長野県松本市中央四丁目９番５１号　イオンモール松本2階
アピナ長野村山店,長野県長野市村山５０２－１
アピナ長野大橋店,長野県長野市若里７－９－１２
アピナ穂高店,長野県安曇野市穂高２４５０
アピナ伊那店,長野県伊那市大字西町５０９３
アピナ松本店,長野県松本市双葉１９－１０
アピナ塩尻店,長野県塩尻市広丘野村１７９４－１
アピナ飯田店,長野県飯田市座光寺３７２８－１
アピナ長野川中島店,長野県長野市川中島町御厨９６７－１
アピナ佐久インター店,長野県佐久市岩村田北１－１３－１
アピナ上田店,長野県上田市秋和３５９－１
ドルフィン長野駅前店,長野県長野市大字南長野南石堂町１３６７－５
タイトーFステーション松本店,長野県松本市平田東１－２７－１
キラキラＡｓｏｂｏｘ佐久店,長野県佐久市岩村田６－２佐久ステーションパーク内
イオンモール佐久平ゲームコーナー,長野県佐久市佐久平駅南11-10ｲｵﾝﾓｰﾙ佐久平2階
ｎａｍｃｏアルピコプラザ松本店,長野県松本市深志１－２－３０アルピコプラザ内６Ｆ
ラウンドワンスタジアム長野店,長野県長野市大字東和田８２７番地６
セガワールド高山,岐阜県高山市上岡本町7-7
セガ多治見,岐阜県多治見市住吉町1-1-1
セガマーゴ関,岐阜県関市倉知516
セガワールドアクアウォーク大垣,岐阜県大垣市林町6-80-21アクアウォーク大垣2F
タカラ島可児店,岐阜県可児市広見字古川２５１９ー１２　
大垣メトロポリス,岐阜県大垣市三塚町西沼５２３－１
岐阜レジャーランド穂積店,岐阜県瑞穂市稲里630番地
ゲームファンタジアン柳津店,岐阜県岐阜市柳津町上佐波西3-68
ｎａｍｃｏカラフルタウン岐阜店,岐阜県岐阜市柳津町丸野３－３－６カラフルタウン岐阜内
ｎａｍｃｏイオンモール各務原店,岐阜県各務原市那加萱場町３－８イオンモール各務原店２Ｆ
ラウンドワンモレラ岐阜店,岐阜県本巣市三橋１１００
セガワールド静岡,静岡県静岡市葵区七間町4-2静活プラザビル1F・2F
セガ掛川,静岡県掛川市細田248
セガ袋井,静岡県袋井市川井1142-1
セガワールド富士,静岡県富士市厚原95-1
セガワールドサントムーン,静岡県駿東郡清水町玉川61-2
セガベイドリーム清水,静岡県静岡市清水区駒越北8-1ベイドリーム清水2F
ポート２４浜松店,静岡県浜松市西区坪井町4183-1
アップル新北街道店,静岡県静岡市葵区沓谷5-13-4
アップルグランリバー大井川店,静岡県焼津市下江留１３２７
THE 3RD PLANET OZ浜松店,静岡県浜松市東区宮竹町322-1
THE 3RD PLANET 富士店,静岡県富士市永田町2-99
THE 3RD PLANET 島田店,静岡県島田市中溝町2531
THE 3RD PLANET 静岡インター店,静岡県静岡市駿河区中野新田383-3
THE 3RD PLANET フレスポ静岡店,静岡県静岡市清水区鳥坂860
THE 3RD PLANET BiVi沼津店,静岡県沼津市大手町1-1-5
楽市楽座サンストリート浜北店,静岡県浜松市浜北区平口２８６１　サンストリート浜北M207
タイトーステーション 浜松店,静岡県浜松市中区肴町３２２－２０　松竹ビル1F
シートピアYAZ焼津店,静岡県焼津市道原585
シートピアＹＡＺ大須賀店,静岡県掛川市西大渕３３５９
ＹＡＺワールド浜松葵店,静岡県浜松市中区葵西２－２７－１０
YAZ磐田店,静岡県磐田市西貝塚横須賀道北3690イオンタウン磐田内
ジョイランドアミューズ諏訪店,静岡県沼津市大諏訪２０－２
ジョイランドアミューズみしま,静岡県三島市梅名３０８－６
プラサカプコン志都呂店,静岡県浜松市西区志都呂町二丁目37番1号 ｲｵﾝﾓｰﾙ浜松志都呂3F
タイトーＦステーション静岡店,静岡県静岡市葵区呉服町２－５－４　ふしみや第２ビル
THE 3RD PLANET 焼津店,静岡県焼津市八楠3-18-5
タイトーFステーションイオン富士宮店,静岡県富士宮市浅間町１－８イオンモール富士宮店３Ｆ
ラウンドワン富士店,静岡県富士市八代町４－１５
ラウンドワンスタジアム浜松店,静岡県浜松市東区天王町諏訪１９８１－１７
ラウンドワン静岡・駿河店,静岡県静岡市駿河区手越７５
クラブセガ名古屋伏見,愛知県名古屋市中区栄1-4-5
セガ金山,愛知県名古屋市熱田区金山1-19-2
セガ岡崎,愛知県岡崎市上地3-50-4
カーニバル・Ｃ・ドーム,愛知県西尾市上町南又七山31番
アミューズメントプラザワイド,愛知県東海市名和町二番割上16-2
セガ春日井,愛知県春日井市岩野町4180
セガ東名ボール,愛知県瀬戸市西原町2-114
セガ豊田,愛知県豊田市深田町1-65-1
セガワールド知立,愛知県知立市長篠町大山18-1ギャラリエアピタ1F
セガ安城,愛知県安城市百石町2-35-13
アミューズメントプラザ　マルシン,愛知県刈谷市池田町4-609
セガ飯村,愛知県豊橋市飯村町字西山25-121
セガ尾西,愛知県一宮市篭屋3-9-7アソビックスびさい1F
セガイオンモール木曽川,愛知県一宮市木曽川町黒田八ヶ池25-1　イオンモール木曽川3F
セガイオンタウン刈谷,愛知県刈谷市東境町京和１
セガｍｏｚｏワンダーシティ上小田井,愛知県名古屋市西区二方町40
セガイオンタウン名西,愛知県名古屋市西区香呑町6-49-1ｲｵﾝﾀｳﾝ名西2F
セガプライムツリー赤池,愛知県日進市赤池町箕ノ手1番
M's PARK豊田店,愛知県豊田市寿町３－２１、２２
M's PARK刈谷店,愛知県刈谷市稲場町３－２０６
M's PARK小牧店,愛知県小牧市大字村中字稲荷７８３
M's PARK三郷店西館,愛知県尾張旭市南原山町赤土２０７
ＡＤＸマミー岡崎店,愛知県岡崎市井田新町６－１
ファンタジープラザ名古屋,愛知県名古屋市北区玄馬町２３４－１ドンキホーテ名古屋本店２階
ポート２４幸田店,愛知県額田郡幸田町相見沖原1-3
ポート２４八事店,愛知県名古屋市昭和区広路町北石坂102番地4
ゲームファンタジアン岡崎店,愛知県岡崎市錦町２－４
ゲームファンタジアン蒲郡店,愛知県蒲郡市竹谷町中野１－１２
ゲームファンタジアン長久手店,愛知県長久手市武蔵塚705
コムテックタワー,愛知県名古屋市中村区名駅４－１０－２０
コムテックスクウェア,愛知県名古屋市中区金山1-16-8
コムテックプラザ赤池,愛知県日進市赤池１－２９０１
ＷＡＶＥ豊川白鳥店,愛知県豊川市白鳥町京次55-1
ＶＡＭＰ中川店,愛知県名古屋市中川区新家１－２００７
アミューズメントクラブノバ,愛知県豊橋市三本木町元三本木８０－２
半田メトロポリス,愛知県半田市旭町３－１１－１
中川メトロポリス,愛知県名古屋市中川区江松3丁目110番地
安城メトロポリス,愛知県安城市浜富町６－８
豊川メトロポリス,愛知県豊川市下長山町上アライ１４－１
小牧メトロポリス,愛知県小牧市間々片山１８１
キングジョイ,愛知県名古屋市中区栄3-3-32
ＧＲＥＡ,愛知県名古屋市千種区今池５－２２－１７
オークランドボウル春日井,愛知県春日井市鳥居松町３－１１　オークランドボウル1Fゲームコーナー
Ｌａ・Ｆｉｅｓｔａ,愛知県豊橋市広小路１－６－２フェイス豊橋ビルＢ１
バッティングセンター甲子園,愛知県津島市寺野町字五反田４３
ユーファクトリー安城,愛知県安城市住吉町５－１３－３７
名古屋レジャーランド大高店,愛知県名古屋市緑区忠治山201番地
名古屋レジャーランド内田橋店,愛知県名古屋市南区内田橋2-26-22
名古屋レジャーランドささしま店,愛知県名古屋市中村区平池町4-60-14 ﾏｰｹｯﾄｽｸｴｱささしま1F
ゲームランド岡崎店,愛知県岡崎市戸崎町字外山３８－５　イオンモール岡崎シネマ棟3F
楽市楽座イオンモール扶桑店,愛知県丹羽郡扶桑町南山名高塚5番地イオンモール扶桑2階
タイトーステーション 豊橋店,愛知県豊橋市藤沢町１４１－４アミューズメントビル１Ｆ
タイトーステーション 大須店,愛知県名古屋市中区大須３－２０－７
タイトーステーションフェドラ大須店,愛知県名古屋市中区大須３－３０－３１　萬松寺駐車場ビル1階・2階
ユーズランド東浦店,愛知県知多郡東浦町緒川旭１３－２イオンモール東浦２Ｆ
ｎａｍｃｏイオンモールナゴヤドーム前店,愛知県名古屋市東区矢田南4丁目102-3ｲｵﾝﾓｰﾙﾅｺﾞﾔﾄﾞｰﾑ前SC3F
namcoイオンモール大高店,愛知県名古屋市緑区南大高2-450ｲｵﾝ大高3階
ナムコランドヒーローズキャンプ名古屋店,愛知県西春日井郡豊山町大字豊場字林先1-8ｴｱﾎﾟｰﾄｳｫｰｸ名古屋3F
namcoららぽーと名古屋みなとアクルス店,愛知県名古屋市港区港明２丁目５０１－２ららぽーと名古屋港明３Ｆ
ｎａｍｃｏ名古屋駅前店,愛知県名古屋市中村区椿町６－６ニッセイ名古屋西ビル別館Ｂ１
namcoイオンモール長久手店,愛知県長久手市長久手中央土地区画整理事業地内イオンM長久手内
ラウンドワン千種店,愛知県名古屋市千種区新栄3-20-17タイホウ千種駅前南ビル8階
ラウンドワン鳴海店,愛知県名古屋市緑区鳴海町杜若２８
ラウンドワンスタジアム中川１号線店,愛知県名古屋市中川区法蔵町２－２３
ラウンドワンスタジアム名古屋西春店,愛知県北名古屋市宇福寺神明１５
ラウンドワンスタジアム半田店,愛知県半田市瑞穂町６－７－８
ラウンドワンスタジアム豊橋店,愛知県豊橋市大岩町字岩田２７－２
セガ生桑,三重県四日市市生桑町字川原崎299-1
クラブセガアドバンスモール松阪,三重県松阪市田村町235-1
セガワールド桑名,三重県桑名市大仲新田宮前158
セガワールド久居,三重県津市久居明神町字風早2534-1
クラブセガ名張,三重県名張市希央台3番地15
セガ伊勢,三重県伊勢市中須町666
ゲームチャオ松阪店,三重県松阪市船江町７８０
ドリームキャンディ,三重県伊賀市小田町７１１－１
ゲームチャオ名張店,三重県名張市蔵持町原出773-1
アミパラ鈴鹿店,三重県鈴鹿市西条町字東澤430-1
オークランドシティ津,三重県津市雲出本郷町１８０５－３３　２階ゲームコーナー
YAZワールド四日市店,三重県四日市市泊小柳町４－３４
アピナ鈴鹿店,三重県鈴鹿市庄野羽山4-20-1イオンタウン鈴鹿2階
プレビ　ララスクエア四日市店,三重県四日市市安島１－３－３１　ララスクエア５階
namcoイオンモール鈴鹿店,三重県鈴鹿市庄野羽山４－１－２イオンモール鈴鹿２Ｆ
ラウンドワンスタジアムみえ・川越インターチェンジ店,三重県三重郡川越町南福崎８５１－１
ラウンドワン津・高茶屋店,三重県津市高茶屋小森町２７７－８
セガ甲西,滋賀県湖南市夏見字二ツ橋356-1
セガワールド草津,滋賀県草津市西渋川1-23-23SARA新棟2F
アミパラ草津店,滋賀県草津市木川町72
エースレーン近江八幡店,滋賀県近江八幡市出町７３６アクトビル１Ｆ
エースレーン守山,滋賀県守山市播磨田町２３１－４ＡＣＴ守山３番館内
エースレーン愛知川,滋賀県愛知郡愛荘町長野２００
エースレーン堅田,滋賀県大津市今堅田２－４０－１０
滋賀レジャーランド大津店,滋賀県大津市におの浜３－１－４３　イオンタウンアヤハプラザ内
エースレーン草津,滋賀県草津市野路3-1-5
ｎａｍｃｏビバシティ彦根店,滋賀県彦根市竹ケ鼻町４３－１ビバシティ彦根２Ｆ
ラウンドワンスタジアム浜大津アーカス店,滋賀県大津市浜町２－１浜大津アーカス内
セガワールド六地蔵,京都府京都市伏見区桃山町山ノ下32京都SCビルAM棟2F
プレイランドキング七条店,京都府京都市下京区七条通烏丸西入東境町１８７
プレイランドキング円町店,京都府京都市中京区西ノ京西円町40
あそＶＩＶＡ,京都府福知山市字堀小字下高田２１４６－１
アミパラ京都南店,京都府向日市森本町佃１５－７うきわくシティ２F
ゲームパニック京都,京都府京都市中京区桜之町415番　京都松竹座ビル
THE 3RD PLANET BiVi京都二条店,京都府京都市中京区西ノ京栂尾町107
楽市楽座イオンモール京都桂川店,京都府京都市南区久世高田町376-1イオンモール京都桂川店３階
ｎａｍｃｏイオンモールＫＹＯＴＯ店,京都府京都市南区西九条鳥居口町1ｲｵﾝﾓｰﾙKYOTO SAKURA館4階
ラウンドワン京都河原町店,京都府京都市中京区河原町通三条下ル山崎町２５０
ラウンドワンスタジアム京都伏見店,京都府京都市伏見区下鳥羽平塚町１３１
セガ難波アビオン,大阪府大阪市浪速区難波中2-3-15MMOビル1F・2F
セガワールド布施,大阪府東大阪市長堂1-1-1ロンモール布施内
クラブセガ東梅田,大阪府大阪市北区堂山町9-28
ハイテクランドセガ西中島,大阪府大阪市淀川区西中島3-16-8深井センタービル1・2F
ハイテクランドセガミスト２,大阪府大阪市北区梅田1-11-4駅前第4ビルB1F
セガワールドアポロ,大阪府大阪市阿倍野区阿倍野筋1-5-31 アポロビル3F
セガ今福,大阪府大阪市城東区今福東1-9-34
セガワールド枚方,大阪府枚方市須山町83-1サンシャインプラザ枚方内
スポーツセンター　２１世紀,大阪府堺市南区岩室108-1
セガワールド和泉,大阪府和泉市肥子町2-4-41
セガワールド松原,大阪府堺市東区八下町3-10
クラブセガ藤井寺,大阪府藤井寺市沢田1-20-8
セガ東大阪,大阪府東大阪市稲田新町3-9-64
セガビバモール寝屋川,大阪府寝屋川市寝屋南2-22-2ビバモール寝屋川 モール棟2F
セガ新三国アルゴ７,大阪府豊中市神州町1-15
セガニトリモール枚方,大阪府枚方市北山1-2-1
関大前フタバボウル,大阪府吹田市千里山東１－７－１８
泉大津フタバボウル,大阪府泉大津市松之浜町１－２－５３
ゲームフェイス八尾店,大阪府八尾市天王寺屋2-68
ゲーム　フェイス　松原店,大阪府松原市大堀1-1-9
モンキートリック,大阪府寝屋川市香里南之町32-5　YNレジデンス香里2F
ゲームパニック堺,大阪府堺市堺区築港八幡町1番地堺浜ｼｰｻｲﾄﾞｽﾃｰｼﾞ内堺浜ｴﾝﾀﾒ館
タイトーＦステーションあべのアポロ店,大阪府大阪市阿倍野区阿倍野筋1-5-1 きんえいアポロビル4F
楽市楽座イオンモール大阪ドーム店,大阪府大阪市西区千代崎３－１３－１　イオンモール大阪ドームシティ店4階
楽市楽座イオンモール四條畷店,大阪府四條畷市砂4-3-2イオンモール四條畷店3F
Ｇ－ｐａｌａあべの店,大阪府大阪市阿倍野区阿倍野筋3-10-1-2F
タイトーステーション 難波店,大阪府大阪市中央区難波千日前１５－１２
タイトーステーション 大阪日本橋店,大阪府大阪市浪速区日本橋４－９－１４
タイトーステーション梅三小路店,大阪府大阪市北区梅田３－２－１３６梅三小路内　大阪ステーションシティ
ＹＡＺ寝屋川店,大阪府寝屋川市石津中町25-26
アミュージアム茶屋町店,大阪府大阪市北区茶屋町15-34
ソユーゲームフィールド泉南店,大阪府泉南市りんくう南浜３番１２イオンモールりんくう泉南２Ｆ
ＥＮＴＥＲ　ＴＡＩＮＭＥＮＴ　FＩＥＬＤ,大阪府吹田市千里万博公園２－１ららぽーとＥＸＰＯＣＩＴＹ３Ｆ
SOYU GAME FIELD堺鉄砲町店,大阪府堺市堺区鉄砲町1番地イオンモール堺鉄砲町3F
アミパラ大東店,大阪府大東市南新田２丁目３番５号
ｎａｍｃｏ梅田店,大阪府大阪市北区小松原町３－３ＯＳビル１～３Ｆ
ｎａｍｃｏなんばパークス店,大阪府大阪市浪速区難波中2丁目10番70号なんばﾊﾟｰｸｽ6階
ｎａｍｃｏマグスミノエ店,大阪府大阪市住之江区泉１－１－８２マグスミノエ１Ｆ
ｎａｍｃｏイオンモール大日店,大阪府守口市大日東町1番地18号ｲｵﾝﾓｰﾙ大日4階
ナムコランド鳳店,大阪府堺市西区鳳南町3-199-12ｱﾘｵ鳳3F
ｎａｍｃｏ大阪日本橋店,大阪府大阪市浪速区難波中2-1-17コスモビル1～3階
ラウンドワン豊中店,大阪府豊中市名神口１－１－１
ラウンドワン守口店,大阪府守口市佐太東町２－６－１４ジャガーグリーン２Ｆ
ラウンドワン東大阪店,大阪府東大阪市若江南町１－２－１２
ラウンドワン東淀川店,大阪府大阪市東淀川区菅原７－１４－２８
ラウンドワンスタジアム高槻店,大阪府高槻市辻子３－６－４
ラウンドワンスタジアム堺中央環状店,大阪府堺市東区石原町２－２４１
ラウンドワンスタジアム城東放出店,大阪府大阪市城東区今福南3-4-38
ラウンドワンスタジアム堺駅前店,大阪府堺市堺区戎島町4-44-3
ラウンドワンスタジアム枚方店,大阪府枚方市高野道１－２０－２０
ラウンドワン岸和田店,大阪府岸和田市八阪町２－１１－１
ラウンドワン梅田店,大阪府大阪市北区小松原町４－１６
ラウンドワンスタジアム千日前店,大阪府大阪市中央区難波１－３－１
ラウンドワンららぽーと和泉店,大阪府和泉市あゆみ野４－４－７　４階　４２１００番
セガ明石,兵庫県明石市魚住町清水2464-1
三宮サンクス,兵庫県神戸市中央区琴ﾉ緒町5-4-5高架下４０４～４０７
クラブセガ姫路ＯＳ,兵庫県姫路市駅前町254姫路OSビルB1F
セガつかしん,兵庫県尼崎市塚口本町4-8-1つかしん内
セガワールド花北,兵庫県姫路市増位新町1-6 ヴィーナスタウン花北2F
セガあまがさきキューズモール,兵庫県尼崎市潮江1-3-1あまがさきキューズモール内4F
セガ神戸ｕｍｉｅサウスモール,兵庫県神戸市中央区東川崎町1-7-2ダイヤニッセイビル4F
セガフェニックスプラザ摩耶,兵庫県神戸市灘区味泥町6-1フェニックスプラザ1F
セガ神戸ｕｍｉｅモザイク,兵庫県神戸市中央区東川崎1-6-1神戸モザイク3F
セガコロワ甲子園,兵庫県西宮市甲子園高潮町3－3Crowa甲子園3F
遊スペース マジカル,兵庫県神戸市中央区琴ノ緒町５－２－３
遊スペース アローズ,兵庫県神戸市西区丸塚２丁目９－１８
遊スペース　スプラ,兵庫県加古川市尾上町安田３５１－１
プレイステーション西宮店,兵庫県西宮市両度町6-10
アミパラ加古川店,兵庫県加古川市尾上町今福７１－２
ゲームアイビス太子店,兵庫県揖保郡太子町太田2149
トップラン,兵庫県神戸市西区岩岡町古郷1474-1
ジョイプラザ豊岡店,兵庫県豊岡市加広町７－３２コープデイズ豊岡内
タイトーＦステーション三宮 西館店,兵庫県神戸市中央区三宮町２丁目１１－１　センタープラザ西館3F
アピナ姫路店,兵庫県姫路市東郷町１４５４－３姫路リオス２階
テクモピア伊丹店,兵庫県伊丹市藤ノ木1-1-1イオンモール伊丹3階
アミパラ垂水店,兵庫県神戸市垂水区名谷町字室山１４００－１８
遊楽舎　姫路花田店,兵庫県姫路市花田町上原田２－１ビッグエムワン2F
namcoイオンモール姫路リバーシティー,兵庫県姫路市飾磨区細江2560イオンモール姫路RC2F
ｎａｍｃｏニッケパークタウン加古川店,兵庫県加古川市加古川町寺家町173-1
ラウンドワン加古川店,兵庫県加古川市尾上町安田325番6号
ラウンドワンＪＲ尼崎駅前店,兵庫県尼崎市潮江１－４－５プラストいきいき館４階
ラウンドワン伊丹店,兵庫県伊丹市昆陽７丁目２９
ラウンドワン新開地店,兵庫県神戸市兵庫区新開地２－３－４
ラウンドワン三宮駅前店,兵庫県神戸市中央区小野柄通6-1-17
ラウンドワン姫路飾磨店,兵庫県姫路市飾磨区中島１－２５４
アミューズメントCUE奈良三条店,奈良県奈良市三条町478-1
アミューズメントＣＵＥ奈良大和高田店,奈良県大和高田市東中２－１１－１６
アミパラ橿原店,奈良県橿原市十市町1222-1ツインゲート橿原１F
楽市楽座　イオンモール大和郡山店,奈良県大和郡山市下三橋町741イオンモール大和郡山3階
SOYUGameField奈良橿原店,奈良県橿原市曲川町7-20-1　イオンモール橿原3F
楽市楽座AMパークイオンモール奈良登美ヶ丘店,奈良県生駒市鹿畑町３０２７　イオンモール奈良登美ヶ丘店3階
namcoトナリエ大和高田店,奈良県大和高田市幸町3-18トナリエ大和高田店3F
ラウンドワンスタジアム奈良ミ・ナーラ店,奈良県奈良市二条大路南１－３－１ミ・ナーラ５階
キラキラＡｓｏｂｏｘ和歌山店,和歌山県和歌山市土入７３－１
ユーズランド和歌山店,和歌山県和歌山市中字楠谷５７３イオンモール和歌山２Ｆ
ラウンドワンスタジアム和歌山店,和歌山県和歌山市小雑賀７３９－３
セガワールド米子,鳥取県米子市両三柳2778-2
セガ鳥取,鳥取県鳥取市安長416
アミパラがいな店,鳥取県米子市日ノ出町１－８－１３
セガ松江,島根県松江市嫁島町12-15
youme CIRCUS出雲店,島根県出雲市大塚町６５０－１ゆめタウン出雲店　東館３Ｆ
G-pala出雲店,島根県出雲市渡橋町７８４－１
セガ倉敷,岡山県倉敷市西中新田535-2
アミューズメントプレイス・ギミック・セガ,岡山県岡山市中区藤崎599-12
セガイオンモール岡山,岡山県岡山市北区下石井1-2-1ｲｵﾝﾓｰﾙ岡山6F　
アミパラテクノランド店,岡山県岡山市北区大和町１－７－１２
アミパラ倉敷店,岡山県倉敷市西中新田624-1アミパラボウル1F
アミパラ津山店,岡山県津山市河辺１０００－１イオンモール津山２Ｆ
アミパラ岡山店,岡山県岡山市北区青江１丁目１３－８
ゲームアイビス岡山店,岡山県岡山市中区高屋３０８－１
ユーズランド倉敷店,岡山県倉敷市水江１番地イオンモール倉敷２Ｆ
ラウンドワンスタジアム岡山妹尾店,岡山県岡山市南区妹尾３４１３－１
セガワールドＭＥＧＡ,広島県広島市安佐南区中筋4-11-7
セガ海田,広島県安芸郡海田町南大正町3-35
セガ尾道,広島県尾道市新浜1-2-13
