mise,basyo
ｎａｍｃｏ新潟店,新潟県新潟市中央区南笹口１−１−１　ひもろぎビル２Ｆ
メジャーロード黒埼,新潟県新潟市西区山田３３０３番地（３３０２番地）
ソユーゲームフィールド新発田店,新潟県新発田市住吉町５丁目１１番５号　イオンモール新発田２Ｆ
ラウンドワン新潟店,新潟県新潟市中央区美咲町２−１−３８
アピナ上越インター店,新潟県上越市下門前１６６１
アピナ長岡店,新潟県長岡市堺東町２２
タイトーＦステーション上越店,新潟県上越市富岡3524 J-MAXシアター内1F
トヤマレジャーランド呉羽店,富山県富山市高木字貝塚2054
アピナ富山新庄店,富山県富山市荒川３−２−１２
アピナ富山豊田店,富山県富山市豊田町２丁目１２−６６
アピナ富山南店,富山県富山市堀川町３５５−３　マイプラザ内
ユーズランドとなみ店,富山県砺波市中神１−１７４イオンモールとなみ２Ｆ−２０５
セガイオンモール高岡,富山県高岡市下伏間３８３　イオンモール高岡２Ｆ２００１Ａ区画
ゲームスポットアップル,富山県魚津市吉島二丁目４０７−１
セガアルプラザ金沢,石川県金沢市諸江町30-1
バイパスレジャーランド藤江新館,石川県金沢市藤江南2-105
バイパスレジャーランド加賀店,石川県加賀市箱宮町ヲ1-1
ラウンドワン金沢店,石川県金沢市横川6-120-1
セガイオンタウン金沢示野,石川県金沢市戸板西2-1
アピナ野々市店,石川県野々市市白山町４−１イオンタウン野々市店内
ＭＩＲＡＩＮＯイオンモール白山店,石川県白山市横江町土地区画整理事業施工地区内1街区　イオンモール白山3階
セガ福井,福井県福井市丸山1-410
セガワールド武生,福井県越前市新町3-13-4
フクイレジャーランドワイプラザ店,福井県福井市新保北1-303　ヤスサキワイプラザＢ棟2Ｆ
福井レジャーランド板垣店,福井県福井市下馬３−１０２
プレイタウンパル富士吉田店,山梨県富士吉田市新西原４−１２−１５
ゲームパニック甲府,山梨県甲府市国母5-20-24
プラサカプコン甲府店,山梨県中巨摩郡昭和町西条字北河原３７１７
ラウンドワン山梨・石和店,山梨県笛吹市石和町広瀬７３７−１
楽市楽座イオンモール甲府店,山梨県中巨摩郡昭和町飯喰１５０５−１イオンモール２０１１
セガ上田,長野県上田市大字上田1847-1
アピナ長野村山店,長野県長野市村山５０２−１
アピナ長野大橋店,長野県長野市若里７−９−１２
アピナ穂高店,長野県安曇野市穂高２４５０
セガワールド豊科,長野県安曇野市豊科南穂高1115
ドルフィン長野駅前店,長野県長野市大字南長野南石堂町１３６７−５
アピナ伊那店,長野県伊那市大字西町５０９３
セガ松本,長野県松本市渚1-7-1なぎさライフサイト内
アピナ松本店,長野県松本市双葉１９−１０
セガ岡谷,長野県岡谷市塚間町2-1-21
ラウンドワン長野店,長野県長野市大字東和田８２７番地６
アピナ塩尻店,長野県塩尻市広丘野村１７９４−１
アピナ飯田店,長野県飯田市座光寺３７２８−１
THE 3RD PLANET 長野大通り店,長野県長野市大字鶴賀権堂町１５０６−３長電権堂第２ビル１Ｆ
ｎａｍｃｏイオンモール佐久平店,長野県佐久市佐久平駅南11-10ｲｵﾝﾓｰﾙ佐久平2階
アピナ長野川中島店,長野県長野市川中島町御厨９６７−１
アピナ佐久インター店,長野県佐久市岩村田北１−１３−１
ソユーゲームフィールド長野店,長野県長野市三輪９−４３−２４イオンタウン長野三輪店
アピナ上田店,長野県上田市秋和３５９−１
セガワールド高山,岐阜県高山市上岡本町7-7
岐阜レジャーランド穂積店,岐阜県瑞穂市稲里630番地
ゲームファンタジアン柳津店,岐阜県岐阜市柳津町上佐波西3-68
ゲームファンタジアン精華店,岐阜県岐阜市鏡島精華2-2-1
Ａ．Ｃ．グランド,岐阜県岐阜市茜部大川1-77
セガ多治見,岐阜県多治見市住吉町1-1-1
セガマーゴ関,岐阜県関市倉知516
大垣メトロポリス,岐阜県大垣市三塚町西沼５２３−１
セガワールドアクアウォーク大垣,岐阜県大垣市林町6-80-21アクアウォーク大垣2F
ＧＡＭＥタカラ島　可児店,岐阜県可児市広見字古川２５１９－１２　
ラウンドワンモレラ岐阜店,岐阜県本巣市三橋１１００
アピナ各務原店,岐阜県各務原市蘇原花園町２丁目９番地１
アピナ本巣店,岐阜県本巣市政田字下西浦１９８６
THE 3RD PLANET OZ浜松店,静岡県浜松市東区宮竹町322-1
ＴＨＥ　３ＲＤ　ＰＬＡＮＥＴ　富士,静岡県富士市永田町２−９９
ラウンドワン富士店,静岡県富士市八代町４−１５
ポート２４浜松店,静岡県浜松市西区坪井町4183-1
セガ掛川,静岡県掛川市細田248
セガ袋井,静岡県袋井市川井1142-1
THE 3RD PLANET 島田店,静岡県島田市中溝町2531
アップル新北街道店,静岡県静岡市葵区沓谷5-13-4
シートピアYAZ焼津店,静岡県焼津市道原585
シートピアＹＡＺ大須賀店,静岡県掛川市西大渕３３５９
セガサントムーン柿田川,静岡県駿東郡清水町玉川61-2サントムーン柿田川２Ｆ
THE 3RD PLANET BiVi沼津店,静岡県沼津市大手町1-1-5
ジョイランドアミューズ諏訪店,静岡県沼津市大諏訪２０−２
ＹＡＺワールド浜松葵店,静岡県浜松市中区葵西２−２７−１０
タイトーステーション新浜松ザザシティ店,静岡県浜松市中区鍛冶町１５サザンシティ西館２Ｆ
プラサカプコン志都呂店,静岡県浜松市西区志都呂町二丁目37番1号 ｲｵﾝﾓｰﾙ浜松志都呂3F
楽市楽座サンストリート浜北店,静岡県浜松市浜北区平口２８６１サンストリート浜北
ラウンドワン浜松店,静岡県浜松市東区天王町諏訪１９８１−１７
沼津バッティングスタジアム,静岡県沼津市岡一色１９−２
アップルグランリバー大井川店,静岡県焼津市下江留１３２７
ジョイランドアミューズみしま,静岡県三島市梅名３０８−６
ラウンドワン静岡・駿河店,静岡県静岡市駿河区手越７５
ソユー竜宮タウン静岡店,静岡県静岡市駿河区石田1-5-1アピタ静岡ＳＣ2Ｆ
セガベイドリーム清水,静岡県静岡市清水区駒越北8-1ベイドリーム清水2F
アップル島田店,静岡県島田市宝来町8-5
タイトーＦステーション静岡,静岡県静岡市葵区呉服町２−５−４　ふしみや第２ビル
YAZ磐田店,静岡県磐田市西貝塚横須賀道北3690イオンタウン磐田内
タイトーＦステーションイオン富士宮店,静岡県富士宮市浅間町１−８
アミューズメントワールドららぽーと沼津店,静岡県沼津市東椎路字東荒301-3他3階33020コロナワールド
スタジオプリモ沼津店,静岡県沼津市大手町３−４−１沼津ラクーン５Ｆ
スーパーウェーブ静岡,静岡県静岡市清水区鳥坂８６０
半田メトロポリス,愛知県半田市旭町３−１１−１
セガ金山,愛知県名古屋市熱田区金山1-19-2
セガ岡崎,愛知県岡崎市上地3-50-4
カーニバル・Ｃ・ドーム,愛知県西尾市上町南又七山31番
アミューズメントプラザワイド,愛知県東海市名和町二番割上16-2
セガ春日井,愛知県春日井市岩野町4180
セガ東名ボール,愛知県瀬戸市西原町2-114
セガ豊田,愛知県豊田市深田町1-65-1
安城メトロポリス,愛知県安城市浜富町６−８
豊川メトロポリス,愛知県豊川市下長山町上アライ１４−１
セガワールド知立,愛知県知立市長篠町大山18-1ギャラリエアピタ1F
セガ安城,愛知県安城市百石町2-35-13
アミューズメントプラザ　マルシン,愛知県刈谷市池田町4-609
セガ飯村,愛知県豊橋市飯村町字西山25-121
名古屋レジャーランド大高店,愛知県名古屋市緑区忠治山201番地
名古屋レジャーランド内田橋店,愛知県名古屋市南区内田橋2-26-22
ラウンドワン千種店,愛知県名古屋市千種区新栄3-20-17タイホウ千種駅前南ビル8階
ラウンドワン鳴海店,愛知県名古屋市緑区鳴海町杜若２８
M's PARK豊田店,愛知県豊田市寿町３−２１、２２
M's PARK刈谷店,愛知県刈谷市稲場町３−２０６
ＷＡＶＥ豊川白鳥店,愛知県豊川市白鳥町京次55-1
ゲーム キングジョイ,愛知県名古屋市中区栄3-3-32
オークランドボウル春日井,愛知県春日井市鳥居松町３−１１　１階ゲームコーナー
コムテックタワー,愛知県名古屋市中村区名駅４−１０−２０
コムテックスクウェア,愛知県名古屋市中区金山1-16-8
コムテックプラザ赤池,愛知県日進市赤池１−２９０１
ＧＲＥＡ,愛知県名古屋市千種区今池５−２２−１７
ユーズランド東浦店,愛知県知多郡東浦町緒川旭１３−２イオンモール東浦２Ｆ
セガ尾西,愛知県一宮市篭屋3-9-7アソビックスびさい1F
ポート２４幸田店,愛知県額田郡幸田町相見沖原1-3
ゲームファンタジアン岡崎店,愛知県岡崎市錦町２−４
小牧メトロポリス,愛知県小牧市間々片山１８１
ラウンドワン中川１号線店,愛知県名古屋市中川区法蔵町２−２３
セガイオンモール木曽川,愛知県一宮市木曽川町黒田八ヶ池25-1　イオンモール木曽川3F
ゲームファンタジアン蒲郡店,愛知県蒲郡市竹谷町中野１−１２
楽市楽座イオンモール扶桑店,愛知県丹羽郡扶桑町南山名高塚5番地イオンモール扶桑2階
M's PARK三郷店西館,愛知県尾張旭市南原山町赤土２０７
ラウンドワン名古屋西春店,愛知県北名古屋市宇福寺神明１５
ＶＡＭＰ中川店,愛知県名古屋市中川区新家１−２００７
セガイオンタウン刈谷,愛知県刈谷市東境町京和１
ラウンドワン半田店,愛知県半田市瑞穂町６−７−８
ポート２４八事店,愛知県名古屋市昭和区広路町北石坂102番地4
ラウンドワン豊橋店,愛知県豊橋市大岩町字岩田２７−２
ゲームファンタジアン長久手店,愛知県長久手市武蔵塚705
Ｌａ・Ｆｉｅｓｔａ,愛知県豊橋市広小路１−６−２フェイス豊橋ビルＢ１
ファンタジープラザ名古屋,愛知県名古屋市北区玄馬町２３４−１ﾄﾞﾝｷﾎｰﾃ名古屋本店２階
namcoイオンモール大高店,愛知県名古屋市緑区南大高2-450ｲｵﾝ大高3階
ゲームランド岡崎店,愛知県岡崎市戸崎町字外山３８−５イオンモール岡崎　シネコン棟
セガｍｏｚｏワンダーシティ上小田井,愛知県名古屋市西区二方町40
プラサカプコン稲沢店,愛知県稲沢市長野７丁目１−２リーフウォーク稲沢２Ｆ
ＡＤＸマミー岡崎店,愛知県岡崎市井田新町６−１
タイトーキッズランドＧＡＺＡ,愛知県豊田市喜多町１−１４０ＧＡＺＡ３階
バッティングセンター甲子園,愛知県津島市寺野町字五反田４３
SOYU BREMEN TOWN 鳴海店,愛知県名古屋市緑区鳴海町字伝治山3-9　アピタ鳴海店2F
ソユープレイランドソピア安城店,愛知県安城市住吉町3-1-8イトーヨーカドー安城店2F
セガイオンタウン名西,愛知県名古屋市西区香呑町6-49-1ｲｵﾝﾀｳﾝ名西2F
タイトーステーション 大須店,愛知県名古屋市中区大須３−２０−７
ｎａｍｃｏ名古屋駅前店,愛知県名古屋市中村区椿町６−６ニッセイ名古屋西ビル別館Ｂ１
セガプライムツリー赤池,愛知県日進市赤池町箕ノ手1番
タイトーステーションフェドラ大須店,愛知県名古屋市中区大須３−３０−３１
アミュージアム津島店,愛知県津島市大字津島字北新開351番地ﾖｼﾂﾞﾔ津島本店ｼﾈﾏ館2F
セガマーケットスクエアささしま,愛知県名古屋市中村区平池町４丁目６０番地１４号
セガmozoワンダーシティ上小田井シネマ棟,愛知県名古屋市西区二方町47番　mozoワンダーシテイシネマ棟
セガ生桑,三重県四日市市生桑町字川原崎299-1
セガアドバンスモール松阪,三重県松阪市田村町２３５−１
セガワールド桑名,三重県桑名市大仲新田宮前158
セガワールド久居,三重県津市久居明神町字風早2534-1
プレビ　トナリエ四日市,三重県四日市市安島１−３−３１トナリエ５階
YAZワールド四日市店,三重県四日市市泊小柳町４−３４
ｎａｍｃｏイオンモール鈴鹿,三重県鈴鹿市庄野羽山４−１−２イオンモール鈴鹿２Ｆ
クラブセガ名張,三重県名張市希央台3番地15
ラウンドワンみえ川越インターチェンジ店,三重県三重郡川越町南福崎８５１−１
ラウンドワン津・高茶屋店,三重県津市高茶屋小森町２７７−８
セガ伊勢,三重県伊勢市中須町666
アピナ鈴鹿店,三重県鈴鹿市庄野羽山4-20-1イオンタウン鈴鹿2階
アミパラ鈴鹿店,三重県鈴鹿市西条町字東澤430-1
セガ甲西,滋賀県湖南市夏見字二ツ橋356-1
セガエイスクエア草津,滋賀県草津市西渋川1-23-23エイスクエアSARA南館2階
ｎａｍｃｏビバシティ彦根店,滋賀県彦根市竹ケ鼻町４３−１ビバシティ彦根２Ｆ
ACT草津ACTION,滋賀県草津市野路町1161-1
ゲームディーノ彦根店,滋賀県彦根市西沼波町１６６
エースレーン近江八幡店,滋賀県近江八幡市出町７３６アクトビル１Ｆ
エースレーン守山,滋賀県守山市播磨田町２３１−４ＡＣＴ守山３番館内
エースレーン愛知川,滋賀県愛知郡愛荘町長野２００
エースレーン堅田,滋賀県大津市今堅田２−４０−１０
ラウンドワン浜大津アーカス店,滋賀県大津市浜町２−１浜大津アーカス内
ＧＡＭＥ　ＦＩＥＬＤ守山店,滋賀県守山市今浜町２６２０−５ピエリ守山1Ｆ
アミパラ草津店,滋賀県草津市木川町72
滋賀レジャーランド大津店,滋賀県大津市におの浜３−１−４３　イオンタウンアヤハプラザ内
セガワールド六地蔵,京都府京都市伏見区桃山町山ノ下32京都SCビルAM棟2F
ラウンドワン京都河原町店,京都府京都市中京区河原町通三条下ル山崎町２５０
プレイランドキング円町店,京都府京都市中京区西ノ京西円町40
ラウンドワン京都伏見店,京都府京都市伏見区下鳥羽平塚町１３１
THE 3RD PLANET BiVi京都二条店,京都府京都市中京区西ノ京栂尾町107
パルケ上賀茂店,京都府京都市北区上賀茂西河原１−１
あそＶＩＶＡゲームセンター,京都府福知山市字堀小字下高田２１４６−１
ｎａｍｃｏイオンモールＫＹＯＴＯ店,京都府京都市南区西九条鳥居口町1ｲｵﾝﾓｰﾙKYOTO SAKURA館4階
ゲームパニック京都,京都府京都市中京区桜之町415番　京都松竹座ビル
バザールタウン舞鶴キッズワールド,京都府舞鶴市伊佐津200-5
楽市楽座イオンモール京都桂川店,京都府京都市南区久世高田町376-1イオンモール京都桂川店３階
アミパラ久御山店,京都府久世郡久御山町森大内３３７ イオンタウン久御山内
セガ難波アビオン,大阪府大阪市浪速区難波中２−３−１５ＭＭＯビルＢ１～３Ｆ
セガワールド布施,大阪府東大阪市長堂1-1-1ロンモール布施内
クラブセガ東梅田,大阪府大阪市北区堂山町9-28
ハイテクランドセガ西中島,大阪府大阪市淀川区西中島3-16-8深井センタービル1・2F
セガミスト２,大阪府大阪市北区梅田１−１１−４駅前第４ビルＢ１Ｆ
セガワールドアポロ,大阪府大阪市阿倍野区阿倍野筋1-5-31 アポロビル3F
セガ今福,大阪府大阪市城東区今福東1-9-34
セガワールド枚方,大阪府枚方市須山町83-1サンシャインプラザ枚方内
スポーツセンター　２１世紀,大阪府堺市南区岩室108-1
ラウンドワン豊中店,大阪府豊中市名神口１−１−１
ラウンドワン守口店,大阪府守口市佐太東町２−６−１４ジャガーグリーン２Ｆ
ラウンドワン東大阪店,大阪府東大阪市若江南町１−２−１２
ラウンドワン東淀川店,大阪府大阪市東淀川区菅原７−１４−２８
ゲームフェイス八尾店,大阪府八尾市天王寺屋2-68
アミュージアム茶屋町店,大阪府大阪市北区茶屋町15-34
セガワールド和泉,大阪府和泉市肥子町2-4-41
セガワールド松原,大阪府堺市東区八下町3-10
関大前フタバボウル,大阪府吹田市千里山東１−７−１８
ソユーゲームフィールド泉南店,大阪府泉南市りんくう南浜３番１２イオンモールりんくう泉南２Ｆ
ラウンドワン高槻店,大阪府高槻市辻子３−６−４
ｎａｍｃｏ梅田店,大阪府大阪市北区小松原町３−３ＯＳビル２Ｆ
ラウンドワン堺中央環状店,大阪府堺市東区石原町２−２４１
ラウンドワン城東放出店,大阪府大阪市城東区今福南3-4-38
ラウンドワン堺駅前店,大阪府堺市堺区戎島町4-44-3
ラウンドワン枚方店,大阪府枚方市高野道１−２０−２０
ゲームパニック堺,大阪府堺市堺区築港八幡町1番地堺浜ｼｰｻｲﾄﾞｽﾃｰｼﾞ内堺浜ｴﾝﾀﾒ館
フタバボウル泉大津店,大阪府泉大津市松之浜町１−２−５３
タイトーステーション 難波店,大阪府大阪市中央区難波千日前１５−１２
Ｇ−ｐａｌａあべの,大阪府大阪市阿倍野区阿倍野筋３−１０−１あべのベルタ２Ｆ
ラウンドワン岸和田店,大阪府岸和田市八阪町２−１１−１
セガ東大阪,大阪府東大阪市稲田新町3-9-64
ラウンドワン梅田店,大阪府大阪市北区小松原町４−１６
セガビバモール寝屋川,大阪府寝屋川市寝屋南2-22-2ビバモール寝屋川 モール棟2F
ｎａｍｃｏ大阪日本橋店,大阪府大阪市浪速区難波中2-1-17コスモビル1～3階
ストライクス,大阪府泉南市馬場778
ＹＡＺ寝屋川店,大阪府寝屋川市石津中町25-26
タイトーステーション 大阪日本橋店,大阪府大阪市浪速区日本橋４−９−１４
ラウンドワン千日前店,大阪府大阪市中央区難波１−３−１
タイトーＦステーションあべのアポロ店,大阪府大阪市阿倍野区阿倍野筋1-5-1 きんえいアポロビル4F
ゲームディーノ阪急茨木店,大阪府茨木市永代町５ ソシオビルＢ１
セガ新三国アルゴ７,大阪府豊中市神州町1-15
ラウンドワンららぽーと和泉店,大阪府和泉市あゆみ野４−４−７　４階　４２１００番
ENTERTAINMENT FIELD ららぽーとEXPOCITY店,大阪府吹田市千里万博公園２−１ららぽーとＥＸＰＯＣＩＴＹ３Ｆ
ゲームセンタートップラン東大阪店,大阪府東大阪市東鴻池町１−６−３０イオンタウン東大阪店２Ｆ
セガニトリモール枚方,大阪府枚方市北山1-2-1
アミパラ大東店,大阪府大東市南新田２丁目３番５号
タイトーFステーションりんくうシークル店,大阪府泉佐野市りんくう往来南３
あそＶＩＶＡ阪急茨木店,大阪府茨木市永代町６−２スポーツプラザ茨木２Ｆ
SOYUGameFieldみのおキューズモール店,大阪府箕面市西宿１−１５−３０みのおキューズモールＣ棟２階
セガ明石,兵庫県明石市魚住町清水2464-1
クラブセガ姫路ＯＳ,兵庫県姫路市駅前町254姫路OSビルB1F
セガつかしん,兵庫県尼崎市塚口本町4-8-1つかしん内
ジョイプラザ豊岡店,兵庫県豊岡市加広町７−３２コープデイズ豊岡内
ｎａｍｃｏ豊岡店,兵庫県豊岡市中陰字大工６１７３階
遊スペース マジカル,兵庫県神戸市中央区琴ノ緒町５−２−３
ゲームアイビス太子店,兵庫県揖保郡太子町太田2149
ラウンドワン加古川店,兵庫県加古川市尾上町安田325番6号
ラウンドワンＪＲ尼崎駅前店,兵庫県尼崎市潮江１−４−５プラストいきいき館４階
ラウンドワン伊丹店,兵庫県伊丹市昆陽７丁目２９
ラウンドワン三宮駅前店,兵庫県神戸市中央区小野柄通6-1-17
遊スペース アローズ,兵庫県神戸市西区丸塚２丁目９−１８
プレイステーションネーブル西宮店,兵庫県西宮市両度町6-10
アミパラ垂水店,兵庫県神戸市垂水区名谷町字室山１４００−１８
ラウンドワン姫路飾磨店,兵庫県姫路市飾磨区中島１−２５４
セガあまがさきキューズモール,兵庫県尼崎市潮江1-3-1あまがさきキューズモール内4F
トップラン,兵庫県神戸市西区岩岡町古郷1474-1
セガ神戸ｕｍｉｅサウスモール,兵庫県神戸市中央区東川崎町1-7-2ダイヤニッセイビル4F
セガフェニックスプラザ摩耶,兵庫県神戸市灘区味泥町6-1フェニックスプラザ1F
タイトーＦステーション三宮西館店,兵庫県神戸市中央区三宮町２丁目１１−１センタープラザ西館
タイトーＦステーション姫路,兵庫県姫路市駅前町２６９・２７０番地
セガコロワ甲子園,兵庫県西宮市甲子園高潮町3−3Crowa甲子園3F
西友川西ゲームパーク,兵庫県川西市栄町１６−８
アピナ姫路店,兵庫県姫路市東郷町１４５４−３姫路リオス２階
ラウンドワンスタジアム奈良・ミナーラ店,奈良県奈良市二条大路南１−３−１ミ・ナーラ５階
SOYUGameField奈良橿原店,奈良県橿原市曲川町7-20-1　イオンモール橿原3F
キッズサーカス奈良柏木店,奈良県奈良市柏木町４５６−１
アミューズメントＣＵＥ奈良三条店,奈良県奈良市三条町478-1
アミューズメントＣＵＥ奈良大和高田店,奈良県大和高田市東中２−１１−１６
楽市楽座イオンモール大和郡山店,奈良県大和郡山市下三橋町741-333イオンモール大和郡山店
AMパークイオンモール奈良登美ヶ丘店,奈良県生駒市鹿畑町３０２７イオンモール専門店街３階
アミパラ橿原店,奈良県橿原市十市町1222-1ツインゲート橿原１F
紀ノ川ボウル,和歌山県岩出市西国分656-1
ラウンドワン和歌山店,和歌山県和歌山市小雑賀７３９−３
ユーズランド和歌山店,和歌山県和歌山市中字楠谷５７３イオンモール和歌山２Ｆ
セガワールド米子,鳥取県米子市両三柳2778-2
セガ鳥取,鳥取県鳥取市安長416
セガ松江,島根県松江市嫁島町12-15
ジーパラ出雲,島根県出雲市渡橋町７８４−１
ｙｏｕｍｅ　ＣＩＲＣＵＳ出雲店,島根県出雲市大塚町６５０−１ゆめタウン出雲店　東館３Ｆ
アミパラ松江店,島根県松江市東朝日町２０３−１
セガ倉敷,岡山県倉敷市西中新田535-2
アミューズメントプレイス・ギミック・セガ,岡山県岡山市中区藤崎599-12
アミパラテクノランド店,岡山県岡山市北区大和町１−７−１２
アミパラ倉敷店,岡山県倉敷市西中新田624-1アミパラボウル1F
ユーズランド倉敷店,岡山県倉敷市水江１番地イオンモール倉敷２Ｆ
アミパラ津山店,岡山県津山市河辺１０００−１イオンモール津山２Ｆ
アミパラ岡山店,岡山県岡山市北区青江１丁目１３−８
ラウンドワン岡山妹尾店,岡山県岡山市南区妹尾３４１３−１
セガイオンモール岡山,岡山県岡山市北区下石井1-2-1ｲｵﾝﾓｰﾙ岡山6F　
セガワールドＭＥＧＡ,広島県広島市安佐南区中筋4-11-7
セガ海田,広島県安芸郡海田町南大正町3-35
セガ尾道,広島県尾道市新浜1-2-13
セガワールド福山,広島県福山市瀬戸町大字山北300
アミパラキャッスル店,広島県福山市東深津町4-16-25福山キャッスルボウル1F
アミパラここじゃ店,広島県東広島市西条町下見６−１０−１９
アミパラ広島店,広島県広島市西区西観音町3-17
アミューズメントパークＭＧジアス,広島県福山市柳津町１−７−６０
シネパーク広,広島県呉市広中町１−９
あみぱらんど福山店,広島県福山市三吉町南２−８−２４
タイトーステーション 広島紙屋町店,広島県広島市中区紙屋町２−２−２１
セガワールド宇品,広島県広島市南区宇品西3-4フタバ図書GIGA宇品店内
ラウンドワン広島店,広島県広島市中区立町３−１１
スペースV1廿日市店,広島県廿日市市本町４−２３
ラウンドワン福山店,広島県福山市明神町１−９−２８
フタバ図書アルティランド,広島県広島市西区草津南４−７−１　アルパーク北棟２Ｆ
セガＬＥＣＴ広島,広島県広島市西区扇町2-1-45LECT2F
セガ広島本通,広島県広島市中区本通９−３０ランドマークビル１Ｆ
アミュージアム周南店,山口県下松市中央町21-3THEMALL周南3F
ＳＰＥＥＤ,山口県周南市大字久米３２１９
セガ小郡,山口県山口市小郡前田町3-6ロックタウン
フレスパランドカッタの湯,山口県宇部市海南町1675
THE 3RD PLANET 山口店,山口県山口市湯田温泉6-8-3
アミパラ下関店,山口県下関市長府才川１−４２−４８
アレックス,山口県宇部市西宇部南３−５−５３
ソユーファミリーゲームフィールド防府店,山口県防府市鐘紡町７−１イオンタウン防府1F
ネオブラボー,山口県防府市高倉１−３−３０
ギガゾーン岩国,山口県岩国市室の木町１−５−５
アミパラ周南久米店,山口県周南市大字久米２８３４　イオンタウン周南久米
セガ徳島スエヒロボウル,徳島県徳島市南末広町4-95-2
アミューズメントパフェパレパレ田宮店,徳島県徳島市南田宮２−２−４６
ラウンドワン徳島・万代店,徳島県徳島市万代町４−１９−１
ｎａｍｃｏゆめタウン徳島,徳島県板野郡藍住町奥野字東中須88-1ゆめタウン徳島2階
セガ高松,香川県高松市勅使町535
マックスプラザ善通寺,香川県善通寺市中村町１７９８−２
アミュージアム高松店,香川県高松市伏石町2144-9
セガ丸亀,香川県丸亀市蓬莱町56-1
ラウンドワン高松店,香川県高松市松島町２−７−４３
ＳＯＹＵＧａｍｅＦｉｅｌｄ高松,香川県高松市香西本町１−１イオン高松ＳＣ２Ｆ
アミパラ丸亀店,香川県丸亀市飯野町西分字川縁甲５８４−１　ハローズ棟内
アミューズメントパークＭＧ土庄,香川県小豆郡土庄町字半の池甲１３６０−１０
アミューズメントパークＭＧ伊予三島,愛媛県四国中央市中之庄町７５−１　アイランド三島内
セガ松山,愛媛県松山市枝松5-7-32
ハイテクセガ新居浜,愛媛県新居浜市徳常町6-8
アミューズメントパークＭＧキスケ,愛媛県松山市宮田町４　キスケボックス内１階
プレイドーム松山,愛媛県松山市余戸南４丁目９−４０
ｎａｍｃｏフジグラン北宇和島店,愛媛県宇和島市伊吹町甲９１２番地２フジグラン北宇和島店別棟
プラサカプコン新居浜店,愛媛県新居浜市前田町８−８イオンモール新居浜２Ｆ
ソユーフォレストハンター松前店,愛媛県伊予郡松前町筒井８５０ＡＭ棟１階
アミパラ松山店,愛媛県松山市生石町６５５−１
ラウンドワン松山店,愛媛県松山市東長戸１−３−１０
タイトーFステーション今治,愛媛県今治市東村１−１４−２今治ワールドプラザ内
アミューズメントパークＭＧ西条,愛媛県西条市新田字北新田２３５フジグラン西条 別棟
アミューズメントパークＭＧ大街道,愛媛県松山市大街道１−４−１７
アミューズメントパークＭＧ東予,愛媛県西条市周布７１５−１フジ東予店 別棟
プラサカプコン高知,高知県高知市秦南町１−４−８イオンモール高知３Ｆ
セガワールドフジグラン,高知県高知市朝倉東町52-15 フジグラン高知3F
ウェアハウス四万十店,高知県四万十市右山五月町８−１３アピアさつき２F
ラウンドワン高知店,高知県高知市南宝永町４−１２
アミューズメントパークＭＧ須崎,高知県須崎市神田２５００−１マルナカ須崎店内 別棟
Ｇ−ＳＴＡＧＥ飯塚店,福岡県飯塚市枝国６８０−２
Ｇ−ＳＴＡＧＥ七隈店,福岡県福岡市城南区七隈８−４−８
セガアリーナ中間,福岡県中間市上蓮花寺3-1-1
楽市楽座砂津店,福岡県北九州市小倉北区砂津3-1-1チャチャタウン小倉B棟3F
アミューズメントＭＧＭ陣原,福岡県北九州市八幡西区陣原１−２−１２
タイトーステーション 福岡天神店,福岡県福岡市中央区天神２−６−３５サザンクロスビル
楽市街道箱崎店,福岡県福岡市東区箱崎５丁目１番８号
ラウンドワン福岡天神店,福岡県福岡市中央区天神２−６−１２
ラウンドワン小倉店,福岡県北九州市小倉北区西港町15-65
楽市楽座イオンモール福岡伊都店,福岡県福岡市西区北原1-3-1イオンモール福岡伊都SC別館
遊道楽新合川店,福岡県久留米市新合川1丁目6-7
ユーズボウル久留米,福岡県久留米市東櫛原町字深町１１１０
ラウンドワン博多半道橋店,福岡県福岡市博多区半道橋２−２−８
ラウンドワン大野城店,福岡県大野城市御笠川１−１８−１６
ペップ魚町,福岡県北九州市小倉北区魚町２−４−２０
楽市楽座イオンモール筑紫野店,福岡県筑紫野市立明寺４３４−１イオンモール筑紫野店３階
最後の５ドル,福岡県糟屋郡粕屋町大字仲原2706仲原ファミリープラザ2F
Ｇ−ＳＴＡＧＥ小倉,福岡県北九州市小倉北区浅野2-14-5あるあるCITY2階
Ｇ−ｐａｌａ小倉,福岡県北九州市小倉南区上葛原1−14−1
タイトーFステーションヨドバシ博多店,福岡県福岡市博多区博多駅中央街6-12ヨドバシカメラ4Ｆ
セガ福岡天神,福岡県福岡市中央区天神２−７−６ＤＡＤＡビル
遊道楽嘉瀬店,佐賀県佐賀市嘉瀬町中原２４８８−１
セガ武雄,佐賀県武雄市武雄町富岡12517-1
ラウンドワン佐賀店,佐賀県佐賀市兵庫北４−２−１
ＦＡＳボウリングセンター,佐賀県唐津市栄町２５８１−１ＦＡＳボウリングセンター
ハイテクセガもみの木村,長崎県諫早市小川町90-1
Ｇ−ｐａｌａ時津,長崎県西彼杵郡時津町野田郷５９号
セガワールドサンスパおおむら,長崎県大村市森園町663-3
遊道楽時津店,長崎県西彼杵郡時津町元村郷８６３−１０
