mise,basyo
THE 3RD PLANET 横浜本店,神奈川県横浜市都筑区中川中央1-25-1 NPモール6F
ドラマ港北インター店,神奈川県横浜市都筑区東方町321-6
タイトーステーション海老名ビナウォーク店,神奈川県海老名市中央１−１８−１　ビナウォーク６番館２Ｆ
セガ海老名,神奈川県海老名市中央一丁目４番３１号海老名プラザビル１階
シルクハット　大船,神奈川県鎌倉市大船１−２４　大船駅前ビル１〜３Ｆ
神奈川レジャーランド厚木店,神奈川県厚木市戸室5-31-1
シルクハット本厚木,神奈川県厚木市中町２−４−１３　本厚木駅前ビル
パームトップス,神奈川県厚木市中町4-15-9
タイトーステーション 小田原店,神奈川県小田原市栄町１−３−１２
セガ小田原ダイナシティ,神奈川県小田原市中里296-1 ダイナシティイーストモール3F
ｎａｍｃｏラゾーナ川崎店,神奈川県川崎市幸区堀川町72-1ﾗｿﾞｰﾅ川崎ﾌﾟﾗｻﾞ4階
タイトーステーション溝の口,神奈川県川崎市高津区溝口１−１１−８ＯＫＫＡ６３４ビル３階
イミグランデ溝口店,神奈川県川崎市高津区溝口１−１４−７　第二カスタムビル
ラウンドワン高津店,神奈川県川崎市高津区二子４−８−１
シルクハット川崎モアーズ,神奈川県川崎市川崎区駅前本町７番地　岡田屋モアーズ１・２階
シルクハット　川崎ダイス,神奈川県川崎市川崎区駅前本町８番地ダイスビル地下２階
プレイランド　川崎店,神奈川県川崎市川崎区小田栄２－２－１ イトーヨーカドー川崎店３Ｆ
ラウンドワン川崎大師店,神奈川県川崎市川崎区殿町１−５−１
タイトーFステーション向ヶ丘遊園店,神奈川県川崎市多摩区登戸2718-1
テクモピア向ヶ丘遊園店,神奈川県川崎市多摩区登戸2755ミノワホームズ1F
セガイト—ヨーカドー古淵,神奈川県相模原市南区古淵3-13-33 イトーヨーカドー3F
クラブセガ相模大野,神奈川県相模原市南区相模大野3-13-2 東和ビル2F・3F
アピナ橋本店,神奈川県相模原市緑区西橋本５−１−１ラ・フロール駐車場棟１階
プレイランド　大和鶴間店,神奈川県大和市下鶴間１－３－１ イトーヨーカドー大和鶴間店３Ｆ
ゲームインファンファン藤沢店,神奈川県藤沢市鵠沼石上１−３−８
ＳＯＹＵ　GAME　FIELD湘南店,神奈川県藤沢市辻堂新町4-1-1湘南モールＦＩＬＬ2F
アドアーズ藤沢北口,神奈川県藤沢市藤沢４６０−１　３〜４Ｆ
ドラマ藤沢店,神奈川県藤沢市本藤沢5-6-8
ラウンドワンららぽーと湘南平塚店,神奈川県平塚市天沼１０−１３階 ３３２８０番
アミューズメントランドYAZ平塚店,神奈川県平塚市田村1-4-26
メジャーロード24,新潟県見附市今町4-20-568-1
アピナ上越インター店,新潟県上越市下門前１６６１
上越レジャーランボウル,新潟県上越市下門前薬島827-2
タイトーＦステーション上越店,新潟県上越市富岡3524 J-MAXシアター内1F
メジャーロード黒埼,新潟県新潟市西区山田３３０３番地（３３０２番地）
ｎａｍｃｏ新潟店,新潟県新潟市中央区南笹口１−１−１　ひもろぎビル２Ｆ
ラウンドワン新潟店,新潟県新潟市中央区美咲町２−１−３８
カプコサーカス新潟東店,新潟県新潟市東区大形本町３−１−２　ジャスコシティ新潟東
メジャーロード白根,新潟県新潟市南区上下諏訪木論地９４８−２
ソユーゲームフィールド新発田店,新潟県新発田市住吉町５丁目１１番５号　イオンモール新発田２Ｆ
アピナ長岡店,新潟県長岡市堺東町２２
スターフィールド,新潟県長岡市新組町2003番地1
ゲームスポットアップル魚津店,富山県魚津市吉島2-407-1
セガイオンモール高岡,富山県高岡市下伏間３８３　イオンモール高岡２Ｆ２００１Ａ区画
ユーズランド高岡店,富山県高岡市下伏間江３８３イオンモール高岡２Ｆ
ユーズランドとなみ店,富山県砺波市中神１−１７４イオンモールとなみ２Ｆ−２０５
アピナ富山新庄店,富山県富山市荒川３−２−１２
トヤマレジャーランド呉羽店,富山県富山市高木字貝塚2054
アピナ富山豊田店,富山県富山市豊田町２丁目１２−６６
アピナ富山南店,富山県富山市堀川町３５５−３　マイプラザ内
バイパスレジャーランド宇ノ気店,石川県かほく市森子85
バイパスレジャーランド加賀店,石川県加賀市箱宮町ヲ1-1
ラウンドワン金沢店,石川県金沢市横川6-120-1
セガイオンタウン金沢示野,石川県金沢市戸板西2-1
セガアルプラザ金沢,石川県金沢市諸江町30-1
バイパスレジャーランド藤江新館,石川県金沢市藤江南2-105
楽市楽座イオンモール新小松店,石川県小松市清六町３１５イオンモール新小松店２Ｆ
アピナ野々市店,石川県野々市市白山町４−１イオンタウン野々市店内
セガワールド武生,福井県越前市新町3-13-4
福井レジャーランド板垣店,福井県福井市下馬３−１０２
セガ福井,福井県福井市丸山1-410
フクイレジャーランドワイプラザ店,福井県福井市新保北1-303　ヤスサキワイプラザＢ棟2Ｆ
スタジオプリモ甲府店,山梨県甲府市丸の内１−１６−２０　ココリ２F
ゲームパニック甲府,山梨県甲府市国母5-20-24
プラサカプコン甲府店,山梨県中巨摩郡昭和町西条字北河原３７１７
ラウンドワン山梨・石和店,山梨県笛吹市石和町広瀬７３７−１
プレイタウンパル富士吉田店,山梨県富士吉田市新西原４−１２−１５
アピナ穂高店,長野県安曇野市穂高２４５０
セガワールド豊科,長野県安曇野市豊科南穂高1115
アピナ伊那店,長野県伊那市大字西町５０９３
アピナ塩尻店,長野県塩尻市広丘野村１７９４−１
セガ岡谷,長野県岡谷市塚間町2-1-21
アピナ佐久インター店,長野県佐久市岩村田北１−１３−１
ｎａｍｃｏイオンモール佐久平店,長野県佐久市佐久平駅南11-10ｲｵﾝﾓｰﾙ佐久平2階
セガ松本,長野県松本市渚1-7-1なぎさライフサイト内
アピナ松本店,長野県松本市双葉１９−１０
楽市楽座イオンモール松本店,長野県松本市中央四丁目９番５１号
アピナ上田店,長野県上田市秋和３５９−１
セガ上田,長野県上田市大字上田1847-1
ソユーゲームフィールド　長野三輪店,長野県長野市三輪９－４３－２４ イオンタウン長野三輪２Ｆ
アピナ長野大橋店,長野県長野市若里７−９−１２
アピナ長野川中島店,長野県長野市川中島町御厨９６７−１
アピナ長野村山店,長野県長野市村山５０２−１
THE 3RD PLANET 長野大通り店,長野県長野市大字鶴賀権堂町１５０６−３長電権堂第２ビル１Ｆ
ラウンドワン長野店,長野県長野市大字東和田８２７番地６
ドルフィン長野駅前店,長野県長野市大字南長野南石堂町１３６７−５
アピナ飯田店,長野県飯田市座光寺３７２８−１
ＧＡＭＥタカラ島　可児店,岐阜県可児市広見字古川２５１９ー１２　
アピナ各務原店,岐阜県各務原市蘇原花園町２丁目９番地１
セガマーゴ関,岐阜県関市倉知516
Ａ．Ｃ．グランド,岐阜県岐阜市茜部大川1-77
ゲームファンタジアン精華店,岐阜県岐阜市鏡島精華2-2-1
ｎａｍｃｏカラフルタウン岐阜店,岐阜県岐阜市柳津町丸野３−３−６カラフルタウン岐阜内
ゲームファンタジアン柳津店,岐阜県岐阜市柳津町上佐波西3-68
セガワールド高山,岐阜県高山市上岡本町7-7
岐阜レジャーランド穂積店,岐阜県瑞穂市稲里630番地
セガ多治見,岐阜県多治見市住吉町1-1-1
大垣メトロポリス,岐阜県大垣市三塚町西沼５２３−１
セガワールドアクアウォーク大垣,岐阜県大垣市林町6-80-21アクアウォーク大垣2F
ラウンドワンモレラ岐阜店,岐阜県本巣市三橋１１００
シートピアＹＡＺ大須賀店,静岡県掛川市西大渕３３５９
ジョイランドアミューズみしま,静岡県三島市梅名３０８−６
セガサントムーン柿田川,静岡県駿東郡清水町玉川61-2サントムーン柿田川２Ｆ
沼津バッティングスタジアム,静岡県沼津市岡一色１９−２
THE 3RD PLANET BiVi沼津店,静岡県沼津市大手町1-1-5
スタジオプリモ沼津店,静岡県沼津市大手町３−４−１沼津ラクーン５Ｆ
ジョイランドアミューズ諏訪店,静岡県沼津市大諏訪２０−２
アミューズメントワールドららぽーと沼津店,静岡県沼津市東椎路字東荒301-3他3階33020コロナワールド
アップルグランリバー大井川店,静岡県焼津市下江留１３２７
シートピアYAZ焼津店,静岡県焼津市道原585
アップル新北街道店,静岡県静岡市葵区沓谷5-13-4
タイトーＦステーション静岡,静岡県静岡市葵区呉服町２−５−４　ふしみや第２ビル
ラウンドワン静岡・駿河店,静岡県静岡市駿河区手越７５
ソユー竜宮タウン　静岡店,静岡県静岡市駿河区石田１－５－１ アピタ静岡ＳＣ２Ｆ
THE 3RD PLANET 静岡インター店,静岡県静岡市駿河区中野新田383-3
THE 3RD PLANET 島田店,静岡県島田市中溝町2531
YAZ磐田店,静岡県磐田市西貝塚横須賀道北3690イオンタウン磐田内
ポート２４浜松店,静岡県浜松市西区坪井町4183-1
ＹＡＺワールド浜松葵店,静岡県浜松市中区葵西２−２７−１０
THE 3RD PLANET OZ浜松店,静岡県浜松市東区宮竹町322-1
ラウンドワン浜松店,静岡県浜松市東区天王町諏訪１９８１−１７
楽市楽座サンストリート浜北店,静岡県浜松市浜北区平口２８６１サンストリート浜北
タイトーＦステーションイオン富士宮店,静岡県富士宮市浅間町１−８
ＴＨＥ　３ＲＤ　ＰＬＡＮＥＴ　富士,静岡県富士市永田町２−９９
ラウンドワン富士店,静岡県富士市八代町４−１５
セガ掛川,静岡県掛川市細田248
セガ袋井,静岡県袋井市川井1142-1
ソユープレイランドソピア　安城店,愛知県安城市住吉町３－１－８ イトーヨーカドー安城店２Ｆ
セガ安城,愛知県安城市百石町2-35-13
安城メトロポリス,愛知県安城市浜富町６−８
セガ尾西,愛知県一宮市篭屋3-9-7アソビックスびさい1F
プラサカプコン稲沢店,愛知県稲沢市長野７丁目１−２リーフウォーク稲沢２Ｆ
ＡＤＸマミー岡崎店,愛知県岡崎市井田新町６−１
ゲームファンタジアン岡崎店,愛知県岡崎市錦町２−４
ゲームランド岡崎店,愛知県岡崎市戸崎町字外山３８−５イオンモール岡崎　シネコン棟
セガ岡崎,愛知県岡崎市上地3-50-4
ポート２４幸田店,愛知県額田郡幸田町相見沖原1-3
ゲームファンタジアン蒲郡店,愛知県蒲郡市竹谷町中野１−１２
M's PARK刈谷店,愛知県刈谷市稲場町３−２０６
アミューズメントプラザ　マルシン,愛知県刈谷市池田町4-609
セガイオンタウン刈谷,愛知県刈谷市東境町京和１
セガ春日井,愛知県春日井市岩野町4180
オークランドボウル春日井,愛知県春日井市鳥居松町３−１１　１階ゲームコーナー
小牧メトロポリス,愛知県小牧市間々片山１８１
M's PARK小牧店,愛知県小牧市大字村中字稲荷７８３
アミューズファクトリー常滑店,愛知県常滑市りんくう町2-20-3イオンモール常滑2F
セガ東名ボール,愛知県瀬戸市西原町2-114
カーニバル・Ｃ・ドーム,愛知県西尾市上町南又七山31番
楽市楽座イオンモール扶桑店,愛知県丹羽郡扶桑町南山名高塚5番地イオンモール扶桑2階
ユーズランド東浦店,愛知県知多郡東浦町緒川旭１３−２イオンモール東浦２Ｆ
セガワールド知立,愛知県知立市長篠町大山18-1ギャラリエアピタ1F
ゲームファンタジアン長久手店,愛知県長久手市武蔵塚705
バッティングセンター甲子園,愛知県津島市寺野町字五反田４３
アミュージアム津島店,愛知県津島市津島北新開３５１ ヨシヅヤ津島本店シネマ館２Ｆ
アミューズメントプラザワイド,愛知県東海市名和町二番割上16-2
コムテックプラザ赤池,愛知県日進市赤池１−２９０１
セガプライムツリー赤池,愛知県日進市赤池町箕ノ手1番
半田メトロポリス,愛知県半田市旭町３−１１−１
ラウンドワン半田店,愛知県半田市瑞穂町６−７−８
M's PARK三郷店西館,愛知県尾張旭市南原山町赤土２０７
ラウンドワン豊橋店,愛知県豊橋市大岩町字岩田２７−２
タイトーステーション 豊橋店,愛知県豊橋市藤沢町１４１−４アミューズメントビル１Ｆ
セガ飯村,愛知県豊橋市飯村町字西山25-121
豊川メトロポリス,愛知県豊川市下長山町上アライ１４−１
M's PARK豊田店,愛知県豊田市寿町３−２１、２２
セガ豊田,愛知県豊田市深田町1-65-1
ラウンドワン名古屋西春店,愛知県北名古屋市宇福寺神明１５
ポート２４八事店,愛知県名古屋市昭和区広路町北石坂102番地4
セガイオンタウン名西,愛知県名古屋市西区香呑町6-49-1ｲｵﾝﾀｳﾝ名西2F
セガｍｏｚｏワンダーシティ上小田井,愛知県名古屋市西区二方町40
ＧＲＥＡ,愛知県名古屋市千種区今池５−２２−１７
ラウンドワン千種店,愛知県名古屋市千種区新栄3-20-17タイホウ千種駅前南ビル8階
ゲーム キングジョイ,愛知県名古屋市中区栄3-3-32
コムテックスクウェア,愛知県名古屋市中区金山1-16-8
タイトーステーション 大須店,愛知県名古屋市中区大須３−２０−７
タイトーステーションフェドラ大須店,愛知県名古屋市中区大須３−３０−３１
中川メトロポリス,愛知県名古屋市中川区江松3丁目110番地
ＶＡＭＰ中川店,愛知県名古屋市中川区新家１−２００７
ラウンドワン中川１号線店,愛知県名古屋市中川区法蔵町２−２３
ｎａｍｃｏ名古屋駅前店,愛知県名古屋市中村区椿町６−６ニッセイ名古屋西ビル別館Ｂ１
セガマーケットスクエアささしま,愛知県名古屋市中村区平池町４丁目６０番地１４号
コムテックタワー,愛知県名古屋市中村区名駅４−１０−２０
名古屋レジャーランド内田橋店,愛知県名古屋市南区内田橋2-26-22
セガ金山,愛知県名古屋市熱田区金山1-19-2
ファンタジープラザ名古屋,愛知県名古屋市北区玄馬町２３４−１ﾄﾞﾝｷﾎｰﾃ名古屋本店２階
名古屋レジャーランド大高店,愛知県名古屋市緑区忠治山201番地
ソユーブレーメンタウン　鳴海店,愛知県名古屋市緑区鳴海町伝治山３－９ アピタ鳴海店２Ｆ
ラウンドワン鳴海店,愛知県名古屋市緑区鳴海町杜若２８
プラサカプコン徳重店,愛知県名古屋市緑区鳴海町徳重１８−４４ヒルズウォーク徳重
セガイオンモール木曽川,愛知県一宮市木曽川町黒田八ヶ池25-1　イオンモール木曽川3F
セガ伊勢,三重県伊勢市中須町666
楽市楽座イオンモール東員店,三重県員弁郡東員町大字長深字築田５１０−１
セガワールド桑名,三重県桑名市大仲新田宮前158
ラウンドワンみえ川越インターチェンジ店,三重県三重郡川越町南福崎８５１−１
プレビ　ララスクエア四日市店,三重県四日市市安島１−３−３１　ララスクエア５階
セガ生桑,三重県四日市市生桑町字川原崎299-1
YAZワールド四日市店,三重県四日市市泊小柳町４−３４
クラブセガアドバンスモール松阪,三重県松阪市田村町235-1
セガワールド久居,三重県津市久居明神町字風早2534-1
ラウンドワン津・高茶屋店,三重県津市高茶屋小森町２７７−８
ｎａｍｃｏイオンモール鈴鹿,三重県鈴鹿市庄野羽山４−１−２イオンモール鈴鹿２Ｆ
アピナ鈴鹿店,三重県鈴鹿市庄野羽山4-20-1イオンタウン鈴鹿2階
アミパラ鈴鹿店,三重県鈴鹿市西条町字東澤430-1
クラブセガ名張,三重県名張市希央台3番地15
エースレーン愛知川,滋賀県愛知郡愛荘町長野２００
エースレーン近江八幡店,滋賀県近江八幡市出町７３６アクトビル１Ｆ
セガ甲西,滋賀県湖南市夏見字二ツ橋356-1
ゲームフィールド　守山店,滋賀県守山市今浜町２６２０－５ ピエリ守山店１Ｆ
エースレーン守山,滋賀県守山市播磨田町２３１−４ＡＣＴ守山３番館内
セガエイスクエア草津,滋賀県草津市西渋川1-23-23エイスクエアSARA南館2階
ACT草津ACTION,滋賀県草津市野路３－１－５
滋賀レジャーランド大津店,滋賀県大津市におの浜３−１−４３　イオンタウンアヤハプラザ内
エースレーン堅田,滋賀県大津市今堅田２−４０−１０
ラウンドワン浜大津アーカス店,滋賀県大津市浜町２−１浜大津アーカス内
ゲームディーノ彦根店,滋賀県彦根市西沼波町１６６
アミパラ久御山店,京都府久世郡久御山町森大内３３７ イオンタウン久御山内
ラウンドワン京都河原町店,京都府京都市中京区河原町通三条下ル山崎町２５０
ゲームパニック京都,京都府京都市中京区桜之町415番　京都松竹座ビル
プレイランドキング円町店,京都府京都市中京区西ノ京西円町40
楽市楽座イオンモール京都桂川店,京都府京都市南区久世高田町376-1イオンモール京都桂川店３階
ｎａｍｃｏイオンモールＫＹＯＴＯ店,京都府京都市南区西九条鳥居口町1ｲｵﾝﾓｰﾙKYOTO SAKURA館4階
ラウンドワン京都伏見店,京都府京都市伏見区下鳥羽平塚町１３１
セガワールド六地蔵,京都府京都市伏見区桃山町山ノ下32京都SCビルAM棟2F
あそＶＩＶＡゲームセンター,京都府福知山市字堀小字下高田２１４６−１
ゲームディーノ阪急茨木店,大阪府茨木市永代町５ ソシオビルＢ１
あそＶＩＶＡ阪急茨木店,大阪府茨木市永代町６−２スポーツプラザ茨木２Ｆ
ラウンドワン岸和田店,大阪府岸和田市八阪町２−１１−１
ラウンドワン高槻店,大阪府高槻市辻子３−６−４
ラウンドワン堺駅前店,大阪府堺市堺区戎島町4-44-3
ゲームパニック堺,大阪府堺市堺区築港八幡町1番地堺浜ｼｰｻｲﾄﾞｽﾃｰｼﾞ内堺浜ｴﾝﾀﾒ館
ナムコランド鳳店,大阪府堺市西区鳳南町3-199-12アリオ鳳アリオモール3F
ラウンドワン堺中央環状店,大阪府堺市東区石原町２−２４１
セガワールド松原,大阪府堺市東区八下町3-10
スポーツセンター　２１世紀,大阪府堺市南区岩室108-1
楽市楽座イオンモール四條畷店,大阪府四條畷市砂4-3-2イオンモール四條畷店3F
ラウンドワン守口店,大阪府守口市佐太東町２−６−１４ジャガーグリーン２Ｆ
ゲーム　フェイス　松原店,大阪府松原市大堀1-1-9
モンキートリック,大阪府寝屋川市香里南之町32-5　YNレジデンス香里2F
セガビバモール寝屋川,大阪府寝屋川市寝屋南2-22-2ビバモール寝屋川 モール棟2F
ＹＡＺ寝屋川店,大阪府寝屋川市石津中町25-26
ENTERTAINMENT FIELD ららぽーとEXPOCITY店,大阪府吹田市千里万博公園２−１ららぽーとＥＸＰＯＣＩＴＹ３Ｆ
フタバボウル泉大津店,大阪府泉大津市松之浜町１−２−５３
ソユーゲームフィールド泉南店,大阪府泉南市りんくう南浜３番１２イオンモールりんくう泉南２Ｆ
ストライクス,大阪府泉南市馬場778
タイトーＦステーションあべのアポロ店,大阪府大阪市阿倍野区阿倍野筋1-5-1 きんえいアポロビル4F
セガワールドアポロ,大阪府大阪市阿倍野区阿倍野筋1-5-31 アポロビル3F
Ｇ−ｐａｌａあべの,大阪府大阪市阿倍野区阿倍野筋３−１０−１あべのベルタ２Ｆ
ｎａｍｃｏマグスミノエ店,大阪府大阪市住之江区泉１−１−８２マグスミノエ１Ｆ
セガ今福,大阪府大阪市城東区今福東1-9-34
ラウンドワン城東放出店,大阪府大阪市城東区今福南3-4-38
楽市楽座イオンモール大阪ドーム店,大阪府大阪市西区千代崎３−１３−１
ラウンドワン千日前店,大阪府大阪市中央区難波１−３−１
タイトーステーション 難波店,大阪府大阪市中央区難波千日前１５−１２
ラウンドワン東淀川店,大阪府大阪市東淀川区菅原７−１４−２８
ｎａｍｃｏ梅田店,大阪府大阪市北区小松原町３−３ＯＳビル２Ｆ
ラウンドワン梅田店,大阪府大阪市北区小松原町４−１６
アミュージアム茶屋町店,大阪府大阪市北区茶屋町15-34
クラブセガ東梅田,大阪府大阪市北区堂山町9-28
セガミスト２,大阪府大阪市北区梅田１−１１−４駅前第４ビルＢ１Ｆ
ハイテクランドセガ西中島,大阪府大阪市淀川区西中島3-16-8深井センタービル1・2F
ｎａｍｃｏ大阪日本橋店,大阪府大阪市浪速区難波中2-1-17コスモビル1〜3階
セガ難波アビオン,大阪府大阪市浪速区難波中２−３−１５ＭＭＯビルＢ１〜３Ｆ
タイトーステーション 大阪日本橋店,大阪府大阪市浪速区日本橋４−９−１４
アミパラ大東店,大阪府大東市南新田２丁目３番５号
ラウンドワン東大阪店,大阪府東大阪市若江南町１−２−１２
セガワールド布施,大阪府東大阪市長堂1-1-1ロンモール布施内
クラブセガ藤井寺,大阪府藤井寺市沢田1-20-8
ゲームフェイス八尾店,大阪府八尾市天王寺屋2-68
ラウンドワン豊中店,大阪府豊中市名神口１−１−１
ラウンドワン枚方店,大阪府枚方市高野道１−２０−２０
セガワールド枚方,大阪府枚方市須山町83-1サンシャインプラザ枚方内
セガニトリモール枚方,大阪府枚方市北山1-2-1
SOYUGameFieldみのおキューズモール店,大阪府箕面市西宿１−１５−３０みのおキューズモールＣ棟２階
ラウンドワンららぽーと和泉店,大阪府和泉市あゆみ野４−４−７　４階　４２１００番
セガワールド和泉,大阪府和泉市肥子町2-4-41
セガ東大阪,大阪府東大阪市稲田新町3-9-64
セガ新三国アルゴ７,大阪府豊中市神州町1-15
ラウンドワン伊丹店,兵庫県伊丹市昆陽７丁目２９
ラウンドワン加古川店,兵庫県加古川市尾上町安田325番6号
アミパラ加古川店,兵庫県加古川市尾上町今福７１−２
アミパラ垂水店,兵庫県神戸市垂水区名谷町字室山１４００−１８
トップラン,兵庫県神戸市西区岩岡町古郷1474-1
三宮サンクス,兵庫県神戸市中央区琴ﾉ緒町5-4-5高架下４０４〜４０７
タイトーＦステーション三宮 西館店,兵庫県神戸市中央区三宮町２丁目１１−１センタープラザ西館
ラウンドワン三宮駅前店,兵庫県神戸市中央区小野柄通6-1-17
セガ神戸ｕｍｉｅサウスモール,兵庫県神戸市中央区東川崎町1-7-2ダイヤニッセイビル4F
セガフェニックスプラザ摩耶,兵庫県神戸市灘区味泥町6-1フェニックスプラザ1F
ラウンドワン新開地店,兵庫県神戸市兵庫区新開地２−３−４
セガコロワ甲子園,兵庫県西宮市甲子園高潮町3−3Crowa甲子園3F
プレイステーションネーブル西宮店,兵庫県西宮市両度町6-10
セガあまがさきキューズモール,兵庫県尼崎市潮江1-3-1あまがさきキューズモール内4F
ラウンドワンＪＲ尼崎駅前店,兵庫県尼崎市潮江１−４−５プラストいきいき館４階
セガつかしん,兵庫県尼崎市塚口本町4-8-1つかしん内
クラブセガ姫路ＯＳ,兵庫県姫路市駅前町254姫路OSビルB1F
タイトーＦステーション姫路,兵庫県姫路市駅前町２６９・２７０番地
ラウンドワン姫路飾磨店,兵庫県姫路市飾磨区中島１−２５４
アピナ姫路店,兵庫県姫路市東郷町１４５４−３姫路リオス２階
ジョイプラザ豊岡店,兵庫県豊岡市加広町７−３２コープデイズ豊岡内
ｎａｍｃｏ豊岡店,兵庫県豊岡市中陰字大工６１７３階
セガ明石,兵庫県明石市魚住町清水2464-1
ゲームアイビス太子店,兵庫県揖保郡太子町太田2149
SOYUGameField奈良橿原店,奈良県橿原市曲川町7-20-1　イオンモール橿原3F
アミパラ橿原店,奈良県橿原市十市町1222-1ツインゲート橿原１F
AMパークイオンモール奈良登美ヶ丘店,奈良県生駒市鹿畑町３０２７イオンモール専門店街３階
楽市楽座　イオンモール大和郡山店,奈良県大和郡山市下三橋町741-333イオンモール大和郡山店
アミューズメントＣＵＥ奈良大和高田店,奈良県大和高田市東中２−１１−１６
アミューズメントＣＵＥ奈良三条店,奈良県奈良市三条町478-1
ラウンドワンスタジアム奈良・ミナーラ店,奈良県奈良市二条大路南１−３−１ミ・ナーラ５階
キッズサーカス奈良柏木店,奈良県奈良市柏木町４５６−１
紀ノ川ボウル,和歌山県岩出市西国分656-1
ラウンドワン和歌山店,和歌山県和歌山市小雑賀７３９−３
ユーズランド和歌山店,和歌山県和歌山市中字楠谷５７３イオンモール和歌山２Ｆ
アミパラ日吉津店,鳥取県西伯郡日吉津村日吉津１１６０－１ イオンモール日吉津西館
セガ鳥取,鳥取県鳥取市安長416
アミパラ鳥取店,鳥取県鳥取市晩稲３４８ イオンモール鳥取北２Ｆ
アミパラがいな店,鳥取県米子市日ノ出町１−８−１３
セガワールド米子,鳥取県米子市両三柳2778-2
ｙｏｕｍｅ　ＣＩＲＣＵＳ出雲店,島根県出雲市大塚町６５０−１ゆめタウン出雲店　東館３Ｆ
セガ松江,島根県松江市嫁島町12-15
アミパラ松江店,島根県松江市東朝日町２０３−１
ゲームアイビス岡山店,岡山県岡山市中区高屋３０８−１
アミューズメントプレイス・ギミック・セガ,岡山県岡山市中区藤崎599-12
ラウンドワン岡山妹尾店,岡山県岡山市南区妹尾３４１３−１
セガイオンモール岡山,岡山県岡山市北区下石井1-2-1ｲｵﾝﾓｰﾙ岡山6F　
アミパラ岡山店,岡山県岡山市北区青江１丁目１３−８
アミパラテクノランド店,岡山県岡山市北区大和町１−７−１２
ユーズランド倉敷店,岡山県倉敷市水江１番地イオンモール倉敷２Ｆ
セガ倉敷,岡山県倉敷市西中新田535-2
アミパラ倉敷店,岡山県倉敷市西中新田624-1アミパラボウル1F
アミパラ津山店,岡山県津山市河辺１０００−１イオンモール津山２Ｆ
セガ海田,広島県安芸郡海田町南大正町3-35
シネパーク広,広島県呉市広中町１−９
アミパラ広島店,広島県広島市西区西観音町3-17
フタバ図書アルティランド,広島県広島市西区草津南４−７−１　アルパーク北棟２Ｆ
タイトーステーション 広島紙屋町店,広島県広島市中区紙屋町２−２−２１
セガ広島本通,広島県広島市中区本通９−３０ランドマークビル１Ｆ
ラウンドワン広島店,広島県広島市中区立町３−１１
セガワールド宇品,広島県広島市南区宇品西3-4フタバ図書GIGA宇品店内
ＧＩＧＡ　ＺＯＮＥ,広島県広島市南区松原町２−２２
アミパラここじゃ店,広島県東広島市西条町下見６−１０−１９
ブラックジャック東広島店,広島県東広島市西条町御薗宇6120
スペースV1廿日市店,広島県廿日市市本町４−２３
セガ尾道,広島県尾道市新浜1-2-13
あみぱらんど福山店,広島県福山市三吉町南２−８−２４
アミパラ神辺店,広島県福山市神辺町大字新道上字１−２−１
セガワールド福山,広島県福山市瀬戸町大字山北300
アミパラキャッスル店,広島県福山市東深津町4-16-25福山キャッスルボウル1F
ラウンドワン福山店,広島県福山市明神町１−９−２８
アミューズメントパークＭＧジアス,広島県福山市柳津町１−７−６０
セガワールドＭＥＧＡ,広島県広島市安佐南区中筋4-11-7
セガＬＥＣＴ広島,広島県広島市西区扇町2-1-45LECT2F
フレスパランドカッタの湯,山口県宇部市海南町1675
アレックス,山口県宇部市西宇部南３−５−５３
アミパラ下関店,山口県下関市長府才川１−４２−４８
ラウンドワン下関店,山口県下関市東大和町１−３−１５
アミュージアム周南店,山口県下松市中央町２１－３ ＴＨＥＭＡＬＬ周南３Ｆ
ギガゾーン岩国,山口県岩国市室の木町１−５−５
セガ小郡,山口県山口市小郡前田町3-6ロックタウン
THE 3RD PLANET 山口店,山口県山口市湯田温泉6-8-3
アミパラ周南久米店,山口県周南市大字久米２８３４　イオンタウン周南久米
ＳＰＥＥＤ,山口県周南市大字久米３２１９
ネオブラボー,山口県防府市高倉１−３−３０
ソユーファミリーゲームフィールド防府店,山口県防府市鐘紡町７−１イオンタウン防府1F
アミューズメントパフェパレパレ田宮店,徳島県徳島市南田宮２−２−４６
ラウンドワン徳島・万代店,徳島県徳島市万代町４−１９−１
セガ徳島スエヒロボウル,徳島県徳島市南末広町4-95-2
アミパラ丸亀店,香川県丸亀市飯野町西分字川縁甲５８４−１　ハローズ棟内
セガ丸亀,香川県丸亀市蓬莱町56-1
ＳＯＹＵＧａｍｅＦｉｅｌｄ高松,香川県高松市香西本町１−１イオン高松ＳＣ２Ｆ
ラウンドワン高松店,香川県高松市松島町２−７−４３
セガ高松,香川県高松市勅使町535
アミュージアム高松店,香川県高松市伏石町２１４４－９
アミューズメントパークＭＧ土庄,香川県小豆郡土庄町字半の池甲１３６０−１０
マックスプラザ善通寺,香川県善通寺市中村町１７９８−２
ソユーフォレストハンター松前店,愛媛県伊予郡松前町筒井８５０ＡＭ棟１階
タイトーFステーション今治,愛媛県今治市東村１−１４−２今治ワールドプラザ内
アミューズメントパークＭＧ伊予三島,愛媛県四国中央市中之庄町７５−１　アイランド三島内
グラントシティＭＧＩＮＮキスケ,愛媛県松山市宮田町４ キスケボックス内１階
セガ松山,愛媛県松山市枝松5-7-32
アミパラ松山店,愛媛県松山市生石町６５５−１
