店名,場所
新潟カプコサーカス新潟東店,新潟県新潟市東区大形本町３－１－２　ジャスコシティ新潟東
タイトーＦステーション上越店,新潟県上越市富岡3524 J-MAXシアター内1F
ＰＥＴＩＴ　ＭＡＪＯＲ,新潟県新潟市西区山田字中道上の中３３１０
メジャーゲーム館新発田店,新潟県新発田市新栄町２－４－６ジョイタウン新発田
オーケーコーラル,新潟県燕市佐渡2853
スターフィールド,新潟県長岡市新組町2003番地1
アピナ上越インター店,新潟県上越市下門前１６６１
アピナ長岡店,新潟県長岡市堺東町２２
ラウンドワン新潟店,新潟県新潟市中央区美咲町２－１－３８
長野アピナ長野村山店,長野県長野市村山５０２－１
アピナ長野大橋店,長野県長野市若里７－９－１２
アピナ伊那店,長野県伊那市大字西町５０９３
アピナ松本店,長野県松本市双葉１９－１０
アピナ塩尻店,長野県塩尻市広丘野村１７９４－１
アピナ飯田店,長野県飯田市座光寺３７２８－１
アピナ長野川中島店,長野県長野市川中島町御厨９６７－１
アピナ佐久インター店,長野県佐久市岩村田北１－１３－１
アピナ上田店,長野県上田市秋和３５９－１
ラウンドワン長野店,長野県長野市大字東和田８２７番地６
セガワールド上田,長野県上田市大字上田1847-1
セガワールド豊科,長野県安曇野市豊科南穂高１１１５
セガ松本,長野県松本市渚1-7-1
ＡＧスクエア岡谷,長野県岡谷市塚間町2-1-21
富山トヤマレジャーランド呉羽店,富山県富山市高木字貝塚2054
ゲームセンターハローワールド,富山県富山市新庄本町1-5-25
ゲームスポットアップル魚津店,富山県魚津市吉島2-407-1
サービスエリアIN高岡,富山県高岡市下石瀬857-1
プレイランドイン黒部,富山県黒部市沓掛645
アピナ富山新庄店,富山県富山市荒川３－２－１２
アピナ富山豊田店,富山県富山市豊田町２丁目１２－６６
アピナ富山南店,富山県富山市堀川町３５５－３　マイプラザ内
石川バイパスレジャーランド宇ノ気店,石川県かほく市森子85
バイパスレジャーランド藤江本館,石川県金沢市藤江南2-41
バイパスレジャーランド藤江新館,石川県金沢市藤江南2-105
バイパスレジャーランド加賀店,石川県加賀市箱宮町ヲ1-1
ラウンドワン金沢店,石川県金沢市横川6-120-1
セガイオンタウン金沢示野,石川県金沢市示野中町79街区1
福井ジョイランド大和田店,福井県福井市大和田町2-1002
ジョイランド江守店,福井県福井市江守中２丁目１５０８
セガ福井,福井県福井市丸山町1丁目410
セガワールド武生,福井県越前市新町3字13-4
滋賀スーパーヒーロー堅田,滋賀県大津市真野２－３１－３０
ゲームディーノ彦根店,滋賀県彦根市西沼波町１６６
アミパラ草津店,滋賀県草津市木川町311-1JJタウン木川2F
ラウンドワン浜大津アーカス店,滋賀県大津市浜町２－１浜大津アーカス内
セガ甲西,滋賀県湖南市夏見字二ツ橋356-1
セガワールド草津,滋賀県草津市西渋川１－２３－２３Ａ－ＳＱＵＡＲＥＳＡＲＡ２Ｆ
京都THE 3RD PLANET BiVi京都二条店,京都府京都市中京区西ノ京栂尾町107
シェルネット西院,京都府京都市右京区西院久保田町６－５
ゲームパニック京都,京都府京都市中京区桜之町415番　京都松竹座ビル
辻商店,京都府京都市南区東九条上殿田町13
あそＶＩＶＡゲームセンター,京都府福知山市字堀小字下高田２３４６番地
アミパラ京都南店,京都府向日市森本町佃１５－７うきわくシティ２F
ラウンドワン京都河原町店,京都府京都市中京区河原町通三条下ル山崎町２５０
ラウンドワン京都伏見店,京都府京都市伏見区下鳥羽平塚町１３１
セガワールド六地蔵,京都府京都市伏見区桃山町山ノ下32京都SCビルAM棟2F
奈良キッズサーカス奈良柏木店,奈良県奈良市柏木町４５６－１
アミパラ橿原店,奈良県橿原市十市町1222-1ツインゲート橿原１F
ラウンドワン奈良店,奈良県奈良市大宮町7-1-43
大阪タイトーステーション 難波店,大阪府大阪市中央区難波千日前１５－１２
タイトーステーション梅三小路店,大阪府大阪市北区梅田３－２－１３６梅三小路内
ゲームパニック堺,大阪府堺市堺区築港八幡町1番地堺浜ｼｰｻｲﾄﾞｽﾃｰｼﾞ内堺浜ｴﾝﾀﾒ館
ゲームゼロ,大阪府大阪市北区梅田１－２－２大阪駅前第２ビルＢ１
関大前フタバボウル,大阪府吹田市千里山東１－７－１８
ゲームポイントシャトーＥＸ,大阪府大阪市都島区東野田町３－９－３
ゲームディーノ阪急茨木店,大阪府茨木市永代町５ ソシオビルＢ１
ＭＥＣＨＡ新金岡店,大阪府堺市北区新金岡町５－１－６ドンキホーテ新金岡店内
ＹＡＺ寝屋川店,大阪府寝屋川市石津中町25-26
ラウンドワン守口店,大阪府守口市佐太東町２－６－１４ジャガーグリーン２Ｆ
ラウンドワン東大阪店,大阪府東大阪市若江南町１－２－１２
ラウンドワン東淀川店,大阪府大阪市東淀川区菅原７－１４－２８
ラウンドワン高槻店,大阪府高槻市辻子３－６－４
ラウンドワン堺中央環状店,大阪府堺市東区石原町２－２４１
ラウンドワン城東放出店,大阪府大阪市城東区今福南3-4-38
ラウンドワン堺駅前店,大阪府堺市堺区戎島町4-44-3
ラウンドワン枚方店,大阪府枚方市高野道１－２０－２０
ラウンドワン岸和田店,大阪府岸和田市八阪町２－１１－１
ラウンドワン梅田店,大阪府大阪市北区小松原町４－１６
ラウンドワン千日前店,大阪府大阪市中央区難波１－３－１
ｎａｍｃｏ梅田店,大阪府大阪市北区小松原町３－３ＯＳビル１～３Ｆ
セガ難波アビオン,大阪府大阪市浪速区難波中2-3-15
セガワールド布施,大阪府東大阪市長堂1-1-1
クラブセガ東梅田,大阪府大阪市北区堂山町9-28
ハイテクランドセガ西中島,大阪府大阪市淀川区西中島3-16-8深井センタービル1、2F
ハイテクランドセガミスト２,大阪府大阪市北区梅田1-11-4駅前第4ビルB1F
セガワールドアポロ,大阪府大阪市阿倍野区阿倍野筋1-5-31
セガ今福,大阪府大阪市城東区今福東1-9-34
セガワールド枚方,大阪府枚方市須山町83-1サンシャインプラザ枚方内
スポーツセンター　２１世紀,大阪府堺市南区岩室108-1
セガワールド和泉,大阪府和泉市肥子町2-4-41
セガワールド松原,大阪府堺市東区八下町３－１０
クラブセガ藤井寺,大阪府藤井寺市沢田1-20-8
ＡＧスクエア東大阪,大阪府東大阪市稲田新町３－９－６４
セガビバモール寝屋川,大阪府寝屋川市寝屋南2-22-2ビバモール寝屋川2階
セガ新三国アルゴ７,大阪府豊中市神州町1-15
和歌山ピタゴラス,和歌山県和歌山市土入73-1
プレイランドサーカス太田店,和歌山県和歌山市太田１－５－２８
ラウンドワン和歌山店,和歌山県和歌山市小雑賀７３９－３
兵庫遊スペース マジカル,兵庫県神戸市中央区琴ノ緒町５－２－３
遊スペース アローズ,兵庫県神戸市西区丸塚２丁目９－１８
遊スペース　スプラ,兵庫県加古川市尾上町安田３５１－１
プレイステーションネーブル西宮店,兵庫県西宮市両度町6-10
アミパラ垂水店,兵庫県神戸市垂水区名谷町字室山１４００－１８
アミパラ加古川店,兵庫県加古川市尾上町今福７１－２
ゲームアイビス太子店,兵庫県揖保郡太子町太田2149
トップラン,兵庫県神戸市西区岩岡町古郷1474-1
ラウンドワン加古川店,兵庫県加古川市尾上町安田325番6号
ラウンドワン宝塚店,兵庫県宝塚市栄町１－１４－３
ラウンドワン伊丹店,兵庫県伊丹市昆陽７丁目２９
ラウンドワン新開地店,兵庫県神戸市兵庫区新開地２－３－４
ラウンドワン三宮駅前店,兵庫県神戸市中央区小野柄通6-1-17
ラウンドワン佐賀店,佐賀県佐賀市兵庫北４－２－１
ラウンドワン姫路飾磨店,兵庫県姫路市飾磨区中島１－２５４
セガ明石,兵庫県明石市魚住町清水２４６４－１
三宮サンクス,兵庫県神戸市中央区琴ﾉ緒町５－４－５高架下４０４-４０７
クラブセガ姫路ＯＳ,兵庫県姫路市駅前町254姫路OSビルB1F
セガつかしん,兵庫県尼崎市塚口本町４－８－１つかしん内
セガワールド花北,兵庫県姫路市増位新町１－６－２Ｆ
セガフェニックスプラザ摩耶,兵庫県神戸市灘区味泥町６－１フェニックスプラザ１F
鳥取セガワールド米子,鳥取県米子市両三柳２７７８－２
セガ鳥取,鳥取県鳥取市安長４１６
岡山スターダスト,岡山県岡山市北区駅前町１－７
アミパラテクノランド店,岡山県岡山市北区大和町１－７－１２
アミパラ倉敷店,岡山県倉敷市西中新田624-1アミパラボウル1F
ゲームアイビス岡山店,岡山県岡山市中区高屋３０８－１
ユーズランド倉敷店,岡山県倉敷市水江１番地イオンモール倉敷２Ｆ
ラウンドワン岡山妹尾店,岡山県岡山市南区妹尾３４１３－１
岡山ジョイポリス,岡山県岡山市北区下石井２－１０－１
セガ倉敷,岡山県倉敷市西中新田５３５－２
アミューズメントプレイス・ギミック・セガ,岡山県岡山市中区藤崎５９９－１２
アミパラ岡山店,岡山県岡山市北区青江１丁目１３－８
広島ブラックジャックアクア店,広島県広島市安佐南区大町東４－１２－１１
ＧＩＧＡ　ＺＯＮＥ,広島県広島市南区松原町２－２２
シネパーク広店,広島県呉市広中町1-9
フタバ図書アルティランド,広島県広島市西区草津南４－７－１　アルパーク北棟２Ｆ
スペースV1廿日市店,広島県廿日市市本町４－２３
ビバーチャ,広島県広島市中区南竹屋町１０－１７
アミューズメントパークワールド,広島県広島市中区八丁堀１１－６パークレーンビル１Ｆ
アミパラキャッスル店,広島県福山市東深津町4-16-25福山キャッスルボウル2F
アミパラここじゃ店,広島県東広島市西条町下見６－１０－１９
アミパラ広島店,広島県広島市西区西観音町3-17
ラウンドワン広島店,広島県広島市中区立町３－１１
ラウンドワン福山店,広島県福山市明神町１－９－２８
セガワールド　ＭＥＧＡ,広島県広島市安佐南区中筋４－１１－７
セガ海田,広島県安芸郡海田町南大正町３－３５
セガ尾道,広島県尾道市新浜１－２－１３
セガワールド福山,広島県福山市瀬戸町大字山北３００
セガワールド大町,広島県広島市安佐南区大町東３－２７－４
セガワールド宇品,広島県広島市南区宇品西３－４
島根ｙｏｕｍｅ　ＣＩＲＣＵＳ出雲店,島根県出雲市大塚町６５０－１ゆめタウン出雲店　東館３Ｆ
オートパーラーやすぎ,島根県安来市西荒島町３３番地
セガ松江,島根県松江市嫁島町１２－１５
山口ギガゾーン岩国店,山口県岩国市室の木１－５－５
アミパラ下関店,山口県下関市長府才川１－４２－４８
アミパラ周南久米店,山口県周南市大字久米２８３４　イオンタウン周南久米
ＳＰＥＥＤ,山口県周南市大字久米３２１９
アレックス,山口県宇部市西宇部南３－５－５３
ネオブラボー,山口県防府市高倉１－３－３０
フレスパランドカッタの湯,山口県宇部市海南町1675
ＡＧスクエア小郡,山口県山口市小郡前田町３－６ロックタウン
徳島アポロゲームセンター沖洲店,徳島県徳島市南沖洲１－９３
アミューズメントパフェパレパレ田宮店,徳島県徳島市南田宮２－２－４６
ラウンドワン徳島・万代店,徳島県徳島市万代町４－１９－１
セガ徳島スエヒロボウル,徳島県徳島市南末広町４－９５－２
香川マックスプラザ善通寺,香川県善通寺市中村町１７９８－２
ラウンドワン高松店,香川県高松市松島町２－７－４３
セガ高松,香川県高松市勅使町535
セガ丸亀,香川県丸亀市蓬莱町５６－１
愛媛アミパラ松山店,愛媛県松山市生石町６５５－１
ラウンドワン松山店,愛媛県松山市東長戸１－３－１０
セガ松山,愛媛県松山市枝松５－７－３２
ハイテクセガ新居浜,愛媛県新居浜市徳常町６－８
高知ラウンドワン高知店,高知県高知市南宝永町４－１２
福岡タイトーステーション 福岡天神店,福岡県福岡市中央区天神２－６－３５サザンクロスビル
楽市楽座福重店,福岡県福岡市西区石丸４－２６３－１
カジノ京町,福岡県北九州市小倉北区京町二丁目６－３
タイトーFステーションヨドバシ博多店,福岡県福岡市博多区博多駅中央街6-12ヨドバシカメラ4Ｆ
G-COM和白店,福岡県福岡市東区和白3-27-69
Ｇ-ＳＴＡＧＥ飯塚店,福岡県飯塚市枝国６８０－２
大牟田Ｊ-ＧＡＭＥ,福岡県大牟田市旭町３－３－７
ラウンドワン福岡天神店,福岡県福岡市中央区天神２－６－１２
ラウンドワン小倉店,福岡県北九州市小倉北区西港町15-65
ラウンドワン博多半道橋店,福岡県福岡市博多区半道橋２－２－８
ラウンドワン大野城店,福岡県大野城市御笠川１－１８－１６
ハイパーメッセ,福岡県北九州市小倉南区北方４－６－７
セガアリーナ中間,福岡県中間市上蓮花寺３-１－１
大分フリッパーズクラブ 新館,大分県大分市片島字上川原148-1
ラウンドワン大分店,大分県大分市萩原２－１３－１７
セガワールド中津,大分県中津市沖代町１－２－１６
セガワールド高城,大分県大分市牧１－１６１－８
ハイテクランドセガハーバープレイス,大分県別府市餅ヶ浜１６１－２
佐賀ラウンドワン佐賀店,佐賀県佐賀市兵庫北４－２－１
ＡＧスクエア佐賀武雄,佐賀県武雄市武雄町富岡12517-1
長崎アミパラ佐世保店,長崎県佐世保市大塔町１８－１５
Ｇ−ｐａｌａ時津,長崎県西彼杵郡時津町野田郷５９号
G-stage浜町,長崎県長崎市浜町2-26
ハイテクセガもみの木村,長崎県諫早市小川町90-1
セガワールドサンスパおおむら,長崎県大村市森園町663-3
宮崎ラウンドワン宮崎店,宮崎県宮崎市中村東３－４－６０
セガ延岡,宮崎県延岡市平原町５丁目１４９２－８
熊本リッチモンド,熊本県八代市旭中央通り20-3
サンゲームス熊本インタープラザ,熊本県熊本市東区御領8-4-82号
パスカワールドグリーンランド店,熊本県荒尾市本井手１５７４－５４
ラウンドワン熊本店,熊本県熊本市西区春日7-25-15
鹿児島ラウンドワン鹿児島宇宿店,鹿児島県鹿児島市宇宿2-2-2
セガワールド出水,鹿児島県出水市六月田町３４７
沖縄ラウンドワン沖縄・宜野湾店,沖縄県宜野湾市真志喜３－２８－８
クラブセガ北谷,沖縄県中頭郡北谷町美浜９－８
