プリチャン、第一弾のやつなんでかなり古い稼働店舗ぽい

"○×△□（ラくトス）","東京都葛飾区新小岩１－４４－６"
"モーリーファンタジー狭山","埼玉県狭山市上奥富１１２６－１イオン２Ｆ"
"モーリーファンタジー猪名川","兵庫県川辺郡猪名川町白金２－１イオン３Ｆ"
"モーリーファンタジー田崎","熊本県熊本市西区田崎町字下寄３８０番地イオンタウン１階"
"モーリーファンタジー田川","福岡県田川市大字伊田４６１６トライアル田川店１Ｆ"
"モーリーファンタジー甲府昭和","山梨県中巨摩郡昭和町飯喰１５０５－１イオン甲府昭和店３階"
"モーリーファンタジー登別","北海道登別市若山町４－３３－１"
"モーリーファンタジー登美ヶ丘","奈良県生駒市鹿畑町３０２７番地イオンモール奈良登美ヶ丘２Ｆ"
"モーリーファンタジー白河西郷","福島県西白河郡西郷村大字小田倉字岩下１１－１イオン２Ｆ"
"モーリーファンタジー盛岡","岩手県盛岡市前潟４－７－１イオン２Ｆ"
"モーリーファンタジー盛岡南","岩手県盛岡市津志田西２丁目１７－５０盛岡南ショッピングセンターサンサ店１Ｆ"
"モーリーファンタジー盛岡渋民","岩手県盛岡市玉山区渋民字鶴飼２０番地－１ＳｕＣ１Ｆ"
"モーリーファンタジー直方","福岡県直方市湯野原２丁目１番１号イオン２Ｆ"
"モーリーファンタジー相模原小山","神奈川県相模原市中央区小山３－３７－１"
"モーリーファンタジー相馬","福島県相馬市馬場野字雨田５１イオン２Ｆ"
"モーリーファンタジー県央","新潟県燕市井土巻３－６５イオン２Ｆ"
"モーリーファンタジー真岡","栃木県真岡市台町２６６８ザビッグ１Ｆ"
"モーリーファンタジー石和","山梨県笛吹市石和町駅前１６－１イオン３Ｆ"
"モーリーファンタジー石巻","宮城県石巻市茜平４－１０４番地イオン２Ｆ"
"モーリーファンタジー石巻東","宮城県石巻市流留七勺１番１イオンスーパーセンター石巻東店１階"
"モーリーファンタジー石狩緑苑台","北海道石狩市緑苑台中央１丁目２番ＳｕＣ１Ｆ"
"モーリーファンタジー社","兵庫県加東市社１１２６－１イオン２Ｆ"
"モーリーファンタジー神戸北","兵庫県神戸市北区上津台８－１－１イオン３Ｆ"
"モーリーファンタジー福井","福井県福井市松城町１２－７パリオＣＩＴＹ２Ｆ"
"モーリーファンタジー福岡","福岡県糟屋郡粕屋町大字酒殿字老ノ木１９２－１イオン２Ｆ"
"モーリーファンタジー福岡伊都","福岡県福岡市西区北原１丁目２番１号イオンモール３Ｆ"
"モーリーファンタジー福島","福島県福島市南矢野目字西荒田５０番地の１７イオン３Ｆ"
"モーリーファンタジー福津","福岡県福津市７９３番地イオン２Ｆ"
"モーリーファンタジー福知山","京都府福知山市岩井７９－８イオン２Ｆ"
"モーリーファンタジー福重","福岡県福岡市西区拾六町１－７－１"
"モーリーファンタジー秋田中央","秋田県秋田市楢山川口境５－１１イオン３Ｆ"
"モーリーファンタジー秦野","神奈川県秦野市入船町１２－１イオン２Ｆ"
"モーリーファンタジー竜野","兵庫県たつの市龍野町堂本字五反田２５０－１"
"モーリーファンタジー笹丘","福岡県福岡市中央区笹丘１－２８－７４"
"モーリーファンタジー筑後","福岡県筑後市大字上北島字井原口１２５９－１トライアル筑後店１Ｆ"
"モーリーファンタジー筑紫野","福岡県筑紫野市大字立明寺４３４－１イオン３Ｆ"
"モーリーファンタジー篠山","兵庫県篠山市杉２６５－１"
"モーリーファンタジー米子駅前","鳥取県米子市末広町３１１イオン３Ｆ"
"モーリーファンタジー米沢","山形県米沢市春日２－１３－４イオン２Ｆ"
"モーリーファンタジー糸満","沖縄県糸満市字兼城４００番地サンプラザいとまん店１Ｆ"
"モーリーファンタジー綾川","香川県綾歌郡綾川町萱原８２２－１イオン３Ｆ"
"モーリーファンタジー綾部","京都府綾部市綾中町花ノ木３０バザールタウン綾部店２Ｆ"
"モーリーファンタジー羽生","埼玉県羽生市川崎２丁目２８１番地３イオン３Ｆ"
"モーリーファンタジー能代","秋田県能代市柳町１１－１イオン３Ｆ"
"モーリーファンタジー舞子","兵庫県神戸市垂水区舞子台６－２０－１７ダイエー舞子店２Ｆ"
"モーリーファンタジー船橋","千葉県船橋市山手１丁目１番地８号イオン３Ｆ"
"モーリーファンタジー若松","福岡県北九州市若松区二島１－３－１イオン２Ｆ"
"モーリーファンタジー苫小牧","北海道苫小牧市柳町３－１－２０イオン２Ｆ"
"モーリーファンタジー茅ヶ崎","神奈川県茅ヶ崎市茅ヶ崎２－７－７１イオン２Ｆ"
"モーリーファンタジー茅ヶ崎中央","神奈川県茅ヶ崎市茅ケ崎３丁目５番１６号イオン３Ｆ"
"モーリーファンタジー茨木","大阪府茨木市松ヶ本町８－３０－５イオンＳＣ３Ｆ"
"モーリーファンタジー草津","滋賀県草津市新浜町３００イオン３Ｆ"
"モーリーファンタジー葛西","東京都江戸川区西葛西３－９－１９イオン３Ｆ"
"モーリーファンタジー藤原台","兵庫県神戸市北区藤原台中町１－２－２"
"モーリーファンタジー藤崎","青森県南津軽郡藤崎町大字西豊田１－７－１イオン２Ｆ"
"モーリーファンタジー袋井","静岡県袋井市上山梨４丁目１番地の１イオン２Ｆ"
"モーリーファンタジー裾野","静岡県裾野市佐野１０３９"
"モーリーファンタジー西台","東京都板橋区蓮根３－８－１２"
"モーリーファンタジー西宮","兵庫県西宮市林田町２－２４"
"モーリーファンタジー西神中央","兵庫県神戸市西区糀台５－３－４"
"モーリーファンタジー豊川","愛知県豊川市開運通り２－３１イオン２Ｆ"
"モーリーファンタジー豊橋南","愛知県豊橋市野依町字落合１－１２イオン２Ｆ"
"モーリーファンタジー豊田","愛知県豊田市広路１－１イオンスタイル豊田内３Ｆ"
"モーリーファンタジー豊科","長野県安曇野市豊科４２７２－１０イオン２Ｆ"
"モーリーファンタジー貝塚","大阪府貝塚市地蔵堂７４－２イオン２Ｆ"
"モーリーファンタジー那覇","沖縄県那覇市金城５－１０－２イオン３Ｆ"
"モーリーファンタジー那須塩原","栃木県那須塩原市島方４５５イオンタウン１Ｆ"
"モーリーファンタジー郡山フェスタ","福島県郡山市日和田町字小原１イオン１Ｆ"
"モーリーファンタジー都城","宮崎県都城市早鈴町１９５０番地イオンＳＣ２Ｆ"
"モーリーファンタジー都城駅前","宮崎県都城市栄町４６７２－５イオン都城駅前２階"
"モーリーファンタジー酒田南","山形県酒田市あきほ町１２０－１イオン１Ｆ"
"モーリーファンタジー野田阪神","大阪府大阪市福島区海老江１－１－２３イオン４Ｆ"
"モーリーファンタジー金剛","大阪府大阪狭山市半田１－３５－１"
"モーリーファンタジー金剛東","大阪府富田林市向陽台３－１－１イオン４Ｆ"
"モーリーファンタジー金沢八景","神奈川県横浜市金沢区泥亀１－２７－１"
"モーリーファンタジー釧路昭和","北海道釧路市昭和中央４－１８－１イオン２Ｆ"
"モーリーファンタジー鈎取","宮城県仙台市太白区本町１－２１－１イオンスーパーセンター鈎取店１Ｆ"
"モーリーファンタジー鈴鹿","三重県鈴鹿市算所２－５－１"
"モーリーファンタジー銚子","千葉県銚子市三崎町２丁目２６６０－１イオン２Ｆ"
"モーリーファンタジー鎌ヶ谷","千葉県鎌ヶ谷市新鎌ヶ谷２丁目７番１号イオン２Ｆ"
"モーリーファンタジー鎌取","千葉県千葉市緑区おゆみ野３丁目１６番地イオン３Ｆ"
"モーリーファンタジー鏡石","福島県岩瀬郡鏡石町桜岡３７５－９ＳｕＣ１Ｆ"
"モーリーファンタジー長久手","愛知県長久手市長久手中央イオン３Ｆ"
"モーリーファンタジー長吉","大阪府大阪市平野区長吉長原西１－１－１０"
"モーリーファンタジー長崎","長崎県長崎市新地町３－１７イオン長崎店５Ｆ"
"モーリーファンタジー長浜","滋賀県長浜市山階町２７１－１イオン２Ｆ"
"モーリーファンタジー長浦","千葉県袖ヶ浦市長浦駅前１－７"
"モーリーファンタジー長田南","兵庫県神戸市長田区東尻池新町１番２０号イオン長田南ショッピングセンター内２Ｆ"
"モーリーファンタジー関","岐阜県関市倉知５１６サンサンシティ・マーゴイオン１Ｆ"
"モーリーファンタジー阿児","三重県志摩市阿児町鵜方３２１５イオン２Ｆ"
"モーリーファンタジー隼人国分","鹿児島県霧島市隼人町見次１２２９イオン２Ｆ"
"モーリーファンタジー飯塚","福岡県飯塚市大字徳前１－４"
"モーリーファンタジー飯田アップルロード","長野県飯田市鼎一色４５６イオン２Ｆ"
"モーリーファンタジー館山","千葉県館山市八幡５４５－１イオン１Ｆ"
"モーリーファンタジー香椎浜","福岡県福岡市東区香椎浜３－１２－１イオンモール２Ｆ"
"モーリーファンタジー高の原","京都府木津川市相楽台１－１－１"
"モーリーファンタジー高岡","富山県高岡市江尻３３１－１イオン１Ｆ"
"モーリーファンタジー高岡南","富山県高岡市下伏間江３８３イオン２Ｆ"
"モーリーファンタジー高松東","香川県高松市福岡町３－８－５イオン３Ｆ"
"モーリーファンタジー高槻","大阪府高槻市萩之庄３－４７－２イオン３Ｆ"
"モーリーファンタジー高知","高知県高知市秦南町１丁目４－８イオン２Ｆ"
"モーリーファンタジー高砂","兵庫県高砂市緑丘２丁目１－４０イオン２Ｆ"
"モーリーファンタジー高萩","茨城県高萩市安良川２３１イオン２Ｆ"
"モーリーファンタジー鯖江","福井県鯖江市下河端１６字下町１６－１アル・プラザ鯖江２Ｆ"
"モーリーファンタジー鳥取","鳥取県鳥取市天神町１イオン２Ｆ"
"モーリーファンタジー鳥取北","鳥取県鳥取市晩稲３４８番地イオン２Ｆ"
"モーリーファンタジー鶴田","青森県北津軽郡鶴田町大字鶴田字中泉２４５番地１鶴田フットリバーモール店１Ｆ"
"モーリーファンタジー鶴見緑地","大阪府大阪市鶴見区鶴見４丁目１７－１イオン３Ｆ"
"モーリーファンタジー鹿児島","鹿児島県鹿児島市東開町７イオンモール３Ｆ"
"モーリーファンタジー鹿児島鴨池","鹿児島県鹿児島市鴨池２－２６－３０"
"ヤマダ電機テックランド仙台南","宮城県仙台市太白区中田町字後河原４８－１"
"ヤマダ電機テックランド佐伯","広島県広島市佐伯区楽々園四丁目１４－３２"
"ヤマダ電機テックランド向ヶ丘","神奈川県川崎市宮前区平２－３－１０"
"ヤマダ電機テックランド坂戸","埼玉県坂戸市八幡１－３－４５"
"ヤマダ電機テックランド戸塚","神奈川県横浜市戸塚区汲沢二丁目１－７"
"ヤマダ電機テックランド東京本店","東京都世田谷区上北沢５－３７－１８"
"ヤマダ電機テックランド水戸本店","茨城県水戸市笠原町２０９"
"ヤマダ電機テックランド磯子","神奈川県横浜市磯子区磯子１－２－１"
"ヤマダ電機テックランド福岡賀茂本店","福岡県福岡市早良区賀茂３－２４－３３"
"ヤマダ電機テックランド福岡香椎本店","福岡県福岡市東区千早５－８－１"
"ヤマダ電機テックランド稲城若葉台","東京都稲城市若葉台２－８"
"ヤマダ電機テックランド足立","東京都足立区平野２－１－５"
"ヤマダ電機テックランドＮＥＷ大和深見","神奈川県大和市深見台１－１"
"ヤマダ電機テックランドＮｅｗ八王子別所","東京都八王子市別所２－５６"
"ヤマダ電機テックランドＮｅｗ神戸垂水本店","兵庫県神戸市垂水区多聞町字小束山８６８－６"
"ヤマダ電機テックランドＮｅｗ高松レインボー通り","香川県高松市伏石町２０８４玩具売場"
"ヤマダ電機ＩＫＥＢＵＫＵＲＯアウトレット・リユースＴＡＸＦＲＥＥ","東京都豊島区東池袋１－４１－１"
"ヤマダ電機ＬＡＢＩ三宮","兵庫県神戸市中央区三宮町１丁目５－８"
"ヤマダ電機ＬＡＢＩ上大岡","神奈川県横浜市港南区上大岡西１－１８－５"
"ヤマダ電機ＬＡＢＩ仙台","宮城県仙台市青葉区中央３丁目６－１玩具売場"
"ヤマダ電機ＬＡＢＩ千里","大阪府豊中市新千里東町１－２－２０"
"ヤマダ電機ＬＡＢＩ名古屋","愛知県名古屋市中村区名駅１－２－５玩具売場"
"ヤマダ電機ＬＡＢＩ品川大井町","東京都品川区東大井５丁目２０－１ＡＶソフトコーナー玩具売場"
"ヤマダ電機ＬＡＢＩ広島","広島県広島市中区胡町５－２２"
"ヤマダ電機ＬＡＢＩ新宿東口館","東京都新宿区新宿３－２３－７"
"ヤマダ電機ＬＡＢＩ新宿西口館","東京都新宿区西新宿１－１８－８"
"ヤマダ電機ＬＡＢＩ津田沼","千葉県習志野市谷津１－１６－１モリシア津田沼３Ｆ玩具売場"
"ヤマダ電機ＬＡＢＩ渋谷","東京都渋谷区道玄坂２－２９－２０"
"ヤマダ電機ＬＡＢＩ１なんば","大阪府大阪市浪速区難波中２－１１－３５"
"ヤマダ電機ＬＡＢＩ１日本総本店池袋","東京都豊島区東池袋１－５－７"
"ヤマダ電機ＬＡＢＩ１高崎","群馬県高崎市栄町１番１号玩具売場"
"ヤマダ電機ＰＣ＆マルチメディア館前橋本店","群馬県前橋市日吉町４－１４－１３玩具売場"
"ユーズランドとなみ","富山県砺波市中神地区画事業３１街区１イオンモールとなみ２Ｆ区画番号２０５"
"ユーズランド三光","大分県中津市三光佐知１０３２イオンモール三光２Ｆ"
"ユーズランド下田","青森県上北郡おいらせ町中野平４０－１イオンモール下田１Ｆ"
"ユーズランド倉敷","岡山県倉敷市水江一番地イオンモール倉敷２Ｆ"
"ユーズランド和歌山","和歌山県和歌山市中字楠谷５７３番地イオンモール和歌山２Ｆ区画番号２０５９"
"ユーズランド太田","群馬県太田市石原町８１番地"
"ユーズランド日の出","東京都西多摩郡日の出町大字平井字三吉野桜木２３７－３イオンモール日の出３Ｆ"
"ユーズランド春日部","埼玉県春日部市下柳４２０－１イオンモール春日部２Ｆ区画番号２０３７"
"ユーズランド東浦","愛知県知多郡東浦町緒川申新田二区６７－８イオンモール東浦２Ｆ"
"ユーズランド水戸内原","茨城県水戸市中原町字西１３５番地イオンモール水戸内原２Ｆ"
"ユーズランド越谷","埼玉県越谷市東町４－２１－１イオンレイクタウンＫＡＺＥ３ＦＡ３４２"
"ユーズランド高岡","富山県高岡市下伏間江３８３イオンモール高岡２Ｆ"
"ユーズランド高崎","群馬県高崎市棟高町１４００番地イオンモール高崎２Ｆ"
"ヨシヅヤ名西","愛知県名古屋市西区名西２丁目３３－８玩具売場"
"ヨシヅヤ太平通り","愛知県名古屋市中川区宮脇町２丁目１１番地玩具売場"
"ヨシヅヤ津島本店","愛知県津島市大字津島字北新開３５１番地"
"ヨシヅヤＪＲ蟹江","愛知県海部郡蟹江町今３丁目１７番地"
"ヨドバシカメラマルチメディアさいたま新都心駅前","埼玉県さいたま市大宮区吉敷町４－２６３－６"
"ヨドバシカメラマルチメディア上野","東京都台東区上野４－１０－１０玩具売場"
"ヨドバシカメラマルチメディア京急上大岡","神奈川県横浜市南区上大岡西１－６－１京急百貨店８階玩具売場"
"ヨドバシカメラマルチメディア京都","京都府京都市下京区烏丸通り七条下ル東塩小路町５９０－２玩具売場"
"ヨドバシカメラマルチメディア千葉","千葉県千葉市中央区富士見２－３－１玩具売場"
"ヨドバシカメラマルチメディア吉祥寺","東京都武蔵野市吉祥寺本町１－１９－１玩具売場"
"ヨドバシカメラマルチメディア名古屋松坂屋","愛知県小牧市入鹿出新田８２２"
"ヨドバシカメラマルチメディア宇都宮","栃木県宇都宮市駅前通り１－４－６玩具売場"
"ヨドバシカメラマルチメディア川崎ルフロン","神奈川県川崎市川崎区日進町１－１１４Ｆ玩具売場"
"ヨドバシカメラマルチメディア新宿東口","東京都新宿区新宿３－２６－７玩具売場"
"ヨドバシカメラマルチメディア新潟駅前","新潟県新潟市中央区弁天１－２－６玩具売場"
"ヨドバシカメラマルチメディア札幌","北海道札幌市北区北６条西５－１－２２玩具売場"
"ヨドバシカメラマルチメディア梅田","大阪府大阪市北区大深町１－１玩具売場"
"ヨドバシカメラマルチメディア横浜","神奈川県横浜市西区北幸１－２－７玩具売場"
"ヨドバシカメラマルチメディア町田","東京都町田市原町田１－１－１１玩具売場"
"ヨドバシカメラマルチメディア錦糸町","東京都墨田区江東橋３－１４－５錦糸町ステーションビル内玩具売場"
"ヨドバシカメラマルチメディアＡｋｉｂａ","東京都千代田区神田花岡町１－１玩具売場"
"ヨドバシカメラ仙台","宮城県仙台市宮城野区榴岡１－３－１２Ｆ玩具売場"
"ヨドバシカメラ八王子","東京都八王子市東町７－４玩具売場"
"ヨドバシカメラ博多","福岡県福岡市博多区博多駅中央街６－１２２階玩具フロア玩具売場"
"ヨドバシカメラ新宿西口本店","東京都新宿区西新宿１－１１－１ゲームホビー館玩具売場"
"ヨドバシカメラ郡山駅前","福島県郡山市駅前１－１６－７玩具売場"
"ヨークベニマル中浦","宮城県石巻市中浦１丁目１－２５"
"ヨークベニマル南吉成","宮城県仙台市青葉区南吉成３－１－２１"
"ヨークベニマル名取西","宮城県名取市田高字原３８９玩具売場"
"ヨークベニマル太子堂","宮城県仙台市太白区あすと長町３－１２－３０"
"ヨークベニマル岩沼","宮城県岩沼市藤浪２丁目４－１０玩具売場"
"ヨークベニマル新田東","宮城県仙台市宮城野区新田東３－１－５玩具売場"
"ヨークベニマル西那須野","栃木県那須塩原市西大和１－８玩具売場"
"ヨークベニマル角田","宮城県角田市角田字町尻４２８玩具売場"
"ライフ久宝寺駅前","大阪府八尾市龍華町１－４－３玩具売場"
"ライフ二条駅前","京都府京都市中京区西ノ京星池町２４８玩具売場"
"ライフ千川駅前","東京都豊島区要町３－４５－４玩具売場"
"ライフ南津守","大阪府大阪市西成区南津守６－１－７５玩具売場"
"ライフ吉川駅前","埼玉県吉川市保１－１３－３玩具売場"
"ライフ太秦","京都府京都市右京区太秦安井池田町６玩具売場"
"ライフ巽","大阪府大阪市生野区巽中１－２２－２玩具売場"
"ライフ平和台","東京都練馬区北町６－１０－１玩具売場"
"ライフ庄内","大阪府豊中市庄内栄町５－５－１０玩具売場"
"ライフ御所","奈良県御所市東松本３０玩具売場"
"ライフ新座","埼玉県新座市栗原４－１２－２５玩具売場"
"ライフ春日野道","兵庫県神戸市中央区北本町通１－１－２３玩具売場"
"ライフ本山","兵庫県神戸市東灘区本山南町６丁目１０－２８玩具売場"
"ライフ本庄","大阪府大阪市北区本庄東２－３－３５玩具売場"
"ライフ杭全","大阪府大阪市東住吉区杭全５－１１－７玩具売場"
"ライフ東中野","東京都中野区東中野３－９－７"
"ライフ歌島","大阪府大阪市西淀川区歌島２－６－１３"
"ライフ毛呂山","埼玉県入間郡毛呂山町岩井西３丁目１２番地３４玩具売場"
"ライフ毛馬","大阪府大阪市都島区毛馬町２丁目２－８玩具売場"
"ライフ箕面","大阪府箕面市稲１－１０－１３－２玩具売場"
"ライフ篠崎","東京都江戸川区篠崎町７－２７－１玩具売場"
"ライフ経堂","東京都世田谷区経堂５－３２－６玩具売場"
"ライフ落合南長崎駅前","東京都豊島区南長崎４－５－２０"
"ライフ西宮原","大阪府大阪市淀川区西宮原２－２－２２玩具売場"
"ライフ門真","大阪府門真市島頭３－４－１玩具売場"
"ライフ関目","大阪府大阪市関目１－５－３"
"ライフ鶴見","神奈川県横浜市鶴見区北寺尾２－１９玩具売場"
"ラクガキ王国三郷","埼玉県三郷市天神２－２２イトーヨーカドー２階"
"リスチャイルドたかのす","秋田県北秋田市栄字中綱３１－１イオンタウンたかのすＳＣ内"
"リスチャイルド本荘","秋田県由利本荘市石脇字田中１３８イオンスーパーセンター本荘店内"
"リスチャイルド湯沢","秋田県湯沢市字上荻生田１６２イオンスーパーセンター湯沢店内"
"ルネッサンスリゾートナルト","徳島県鳴門市土佐泊浦字大毛１６－４５"
"ルビットランド高山","岐阜県高山市岡本町３丁目１８－２ルビットタウン２Ｆ"
"レイク・リビン可児","岐阜県可児市下恵土５７５０玩具売り場"
"レイク・リビン師勝","愛知県北名古屋市師勝町大字鹿田１９２９玩具売場"
"レイク・リビン津島本店","愛知県津島市大字津島字北新開３５１番地玩具売場"
"レイク・リビン清洲","愛知県清須市西市場５丁目５－３玩具売場"
"レイク・リビン甚目寺","愛知県あま市甚目寺五位田１２８玩具売場"
"レジャーランドワイプラザ","福井県福井市新保町７－９－１Ｂ棟２Ｆ"
"レジャーランド伊勢崎","群馬県伊勢崎市連取町３０６６－１"
"レジャーランド加賀","石川県加賀市箱宮町ヲ１番－１"
"レジャーランド厚木","神奈川県厚木市戸室５丁目３１－１"
"レジャーランド太田","群馬県太田市西矢島町１６２２"
"レジャーランド川越","埼玉県川越市新富町１－１７－４"
"レジャーランド春日部","埼玉県春日部市大字増富字谷際１６３－１"
"レジャーランド秋葉原１号","東京都千代田区外神田１－９－５"
"レジャーランド秋葉原２号","東京都千代田区外神田４－３－３ミナミビル６Ｆ・７Ｆ"
"レジャーランド藤岡","群馬県藤岡市中２００２－１"
"レジャーランド藤江新館","石川県金沢市藤江南２－１０５"
"レジャーランド野田","千葉県野田市吉春７７６－１"
"レジャーランド高崎駅東口","群馬県高崎市江木町３３３番地１　高崎ＥＸビル"
"レジャーレンド成東","千葉県山武市姫島１１１－１"
"ワンダーフォレスト江南西","愛知県江南市松竹町上野２０５ＶＩＡＭＡＬＬアピタ江南西店２Ｆ"
"中川メトロポリス","愛知県名古屋市中川区江松三丁目１１０番地"
"京王百貨店新宿","東京都新宿区西新宿１－１－４京王百貨店新宿店７Ｆ玩具売場"
"仔熊そごう西神","兵庫県神戸市西区糀台５－９－４"
"仔熊西武百貨店所沢","埼玉県所沢市日吉町１２－１西武百貨店所沢店７階玩具売場"
"仔熊近鉄和歌山","和歌山県和歌山市友田町５－１８近鉄百貨店和歌山店４Ｆトイランド"
"仔熊近鉄百貨店上本町","大阪府大阪市天王寺区上本町６－１－５５近鉄百貨店上本町店７Ｆ"
"仔熊近鉄百貨店四日市","三重県四日市市諏訪栄町７－３４近鉄百貨店四日市店６階玩具売り場"
"仙台ベガロポリス","宮城県仙台市太白区西多賀５丁目２４－１"
"仙台レジャーランド一番町","宮城県仙台市青葉区一番町４－３－２７ガレリア一番町ビル１階～３階"
"伊勢丹府中","東京都府中市宮町１－４１－２伊勢丹府中店７Ｆ"
"北大路ビブレ４Ｆゲームコーナー","京都府京都市北区小山北上総町４９－１北大路ビブレ４Ｆ"
"博品館ＴＯＹ ＰＡＲＫ銀座本店","東京都中央区銀座８－８－１１３階玩具売場"
"名古屋レジャーランドささしま","愛知県名古屋市中村区平池町４丁目６０番１４号マーケットスクエアささしま１Ｆ"
"四日市アミューズメントパーク","三重県四日市市安島１－３－３１ララスクエア５Ｆ"
"大丸京都","京都府京都市下京区四条通高倉西入立売西町７９番地玩具売り場"
"天王子パスカ","大阪府大阪市阿倍野区阿倍野筋２－４－５１"
"娯楽座メリーゴーランド周東","山口県岩国市周東町下久原４３６ザ・ビッグ周東店内"
"娯楽座メリーゴーランド高陽","広島県広島市安佐北区口田４丁目６－３２マックスバリュ高陽店３階"
"安城メトロポリス","愛知県安城市浜富町６－８"
"宝島ららぽーと柏の葉","千葉県柏市若柴１７５"
"宝島大間々","群馬県みどり市大間々町大間々４０番地さくらもーる２Ｆ"
"宝島新浦安","千葉県浦安市入船１－４－１イオン新浦安店４Ｆ"
"宝島日根野","大阪府泉佐野市日根野２４９６－１イオンモール日根野店２Ｆ"
"宝島桐生","群馬県桐生市永楽町５－１０　ＭＥＧＡドン・キホーテ桐生店３Ｆ"
"宝島泉ヶ丘","大阪府堺市中区三原台１－１－３ジョイパーク泉ヶ丘１Ｆ"
"宝島浦和原山","埼玉県さいたま市緑区原山４－３－３"
"宝島浦和美園","埼玉県さいたま市緑区美園５－５０－１イオンモール浦和美園２Ｆ"
"宝島瑞江","東京都江戸川区瑞江２－１－２ドン・キホーテ瑞江４Ｆ"
"宝島鴻池","大阪府東大阪市鴻池１－１－７２イオン鴻池店２Ｆ"
"宝島鹿嶋","茨城県鹿嶋市宮中２９０－１ショッピングセンターチェリオ１Ｆ"
"富士シティオ野比","神奈川県横須賀市野比１－３９－８"
"富士急百貨店","山梨県富士吉田市上吉田２－５－１玩具売り場"
"富士急百貨店富士吉田店ＴＯＹ'ＳＱ","山梨県富士吉田市上吉田２－５－１玩具売り場"
"小倉メトロポリス","福岡県北九州市小倉北区西港町２７－５"
"小田原メトロポリス","神奈川県小田原市前川２１９－４"
"小田急百貨店新宿","東京都新宿区西新宿１－１－３９Ｆ玩具売場"
"岡山ジョイポリス","岡山県岡山市北区下石井２－１０－１"
"平和堂大野","岐阜県揖斐郡大野町大字黒野字上柿木１２－１玩具売場"
"平和堂江南","愛知県江南市上奈良町栄６１－３玩具売場"
"平和堂甲西中央","滋賀県湖南市中央１－３８"
"平和堂高富","岐阜県山県市高木１４７３玩具売場"
"新利根ＳＣ","茨城県稲敷市角崎１６７８番地"
"東京あそびマーレ","東京都八王子市別所２－１ビア長池新館"
"東京レジャーランドお台場","東京都港区台場１－７－１アクアシティお台場４Ｆ４０９区"
"東急本店","東京都渋谷区道玄坂２－２４－１東急百貨店本店６Ｆ玩具売場"
"東武イーストモール端野","北海道北見市端野町三区５７２番地１"
"松坂屋静岡","静岡県静岡市葵区御幸町１０－２松坂屋静岡店本館５Ｆ玩具売場"
"楽市楽座イオンタウン姶良","鹿児島県姶良市東餅田３３６イオンタウン姶良店２階"
"楽市楽座イオンモール京都桂川","京都府京都市南区久世高田町３７６番１イオンモール京都桂川店３階"
"楽市楽座イオンモール今治","愛媛県今治市にぎわい広場１－１イオンモール今治新都市店２階２０２３"
"楽市楽座イオンモール名古屋茶屋","愛知県名古屋市港区西茶屋２丁目１１イオンモール名古屋茶屋店３階"
"楽市楽座イオンモール四條畷","大阪府四條畷市砂４丁目３番２号イオンモール四條畷店３Ｆ３０２８"
"楽市楽座イオンモール土浦","茨城県土浦市上高津３６７番地イオンモール土浦店３階"
"楽市楽座イオンモール大和郡山","奈良県大和郡山市下三橋町７４１イオンモール大和郡山店３階"
"楽市楽座イオンモール大牟田","福岡県大牟田市岬町３番４イオンモール大牟田店２階"
"楽市楽座イオンモール大阪ドーム","大阪府大阪市西区千代崎３丁目１３番１イオンモール大阪ドームシティ店４階"
"楽市楽座イオンモール宮崎","宮崎県宮崎市新別府町江口８６２－１イオンモール宮崎店２階"
"楽市楽座イオンモール新小松","石川県小松市沖周辺土地区画整理事業区域内２０街区イオンモール新小松店２階"
"楽市楽座イオンモール松本","長野県松本市中央４－９－５１イオンモール松本店風庭２Ｆ"
"楽市楽座イオンモール沖縄ライカム","沖縄県中頭郡北中城村アワセ土地区画整理事業地内４街区イオンモール沖縄ライカム店４Ｆ"
"楽市楽座イオンモール熊本","熊本県上益城郡嘉島町大字上島字長池２２３２"
"楽市楽座イオンモール甲府","山梨県中巨摩郡昭和町飯喰１５０５－１イオンモール甲府昭和２０１１"
"楽市楽座イオンモール福岡","福岡県糟屋郡粕屋町大字酒殿字老ノ木１９２番地１イオンモール福岡店２階"
"楽市楽座イオンモール福岡伊都","福岡県福岡市西区北原１丁目３番１号イオンモール福岡伊都店別館"
"楽市楽座イオンモール福津","福岡県福津市日蒔野６丁目１６番地の１イオンモール福津店３階"
"楽市楽座イオンモール筑紫野","福岡県筑紫野市立明寺４３４－１イオンモール筑紫野店３階"
"楽市楽座サンリブシティ小倉","福岡県北九州市小倉南区上葛原２丁目１４番１サンリブシティ小倉店２階"
"楽市楽座広島","広島県広島市南区段原南１－３－５２広島段原ショッピングセンター７階"
"楽市楽座湘南藤沢","神奈川県藤沢市辻堂新町４丁目３番５号ミスターマックス湘南藤沢ＳＣ２階"
"楽市楽座砂津","福岡県北九州市小倉北区砂津３丁目１－１チャチャタウン小倉店Ｂ棟３階"
"楽市楽座諫早","長崎県諌早市長野町１０８６番地１７"
"楽市楽座２１０トリアス","福岡県糟屋郡久山町大字山田９９０"
"楽市街道くるめ","福岡県久留米市新合川２丁目７番１０号久留米アミューズメントビル内"
"楽市街道箱崎","福岡県福岡市東区箱崎５丁目１番８号"
