店名,場所
ＣＬＵＢＳＥＧＡ名張,三重県名張市希央台３－１５
クラブセガアドバンスモール松阪,三重県松阪市田村町235-1
セガワールド久居,三重県津市久居明神町字風早2500
ラウンドワン三重川越ＩＣ店,三重県三重郡川越町南福崎８５１－１
ラウンドワン津・高茶屋店,三重県津市高茶屋小森町２７７－８
新潟カプコサーカス新潟東,新潟県新潟市東区大形本町３－１－２　ジャスコシティ新潟東
スターフィールド,新潟県長岡市新組町2003番地1
タイトーFステーション上越店,新潟県上越市富岡３５２４J-MAXシアター内
アピナ上越インター店,新潟県上越市下門前１６６１
アミューズメントプレイスアピナ長岡,新潟県長岡市堺東町２２
オーケーコーラル,新潟県燕市佐渡2853
ＰＥＴＩＴ　ＭＡＪＯＲ,新潟県新潟市西区山田字中道上の中３３１０
メジャーゲーム館新発田店,新潟県新発田市新栄町２－４－６ジョイタウン新発田
ラウンドワン新潟店,新潟県新潟市中央区美咲町２－１－３８
長野ＡＰＩＮＡ佐久インター店,長野県佐久市岩村田北1-13-1
アピナ伊那店,長野県伊那市大字伊那５０９３
アピナ塩尻店,長野県塩尻市広丘野村１７９４－１
アピナ松本店,長野県松本市双葉１９－１０
アピナ上田店,長野県上田市秋和３５９－１
アピナ長野川中島,長野県長野市川中島町御厨967-1
アピナ長野村山店,長野県長野市村山５０２－１
アピナ長野大橋店,長野県長野市若里７－９－１２
アピナ飯田店,長野県飯田市座光寺３７２８－１
セガワールド上田,長野県上田市大字上田1847-1
セガ松本,長野県松本市渚1-7-1
ＡＧスクエア岡谷店,長野県岡谷市塚間町2-1-21
セガワールド豊科,長野県安曇野市豊科南穂高１１１５
ラウンドワン長野店,長野県長野市大字東和田８２７番地６
富山アピナ富山新庄店,富山県富山市荒川３－２－１２
アピナ富山南店,富山県富山市堀川町３５５－３
アピナ富山豊田店,富山県富山市豊田町２丁目１２－６６
富山レジャーランド呉羽店,富山県富山市高木字貝塚2054
サービスエリアIN高岡,富山県高岡市下石瀬857-1
プレイランドカケオ,富山県富山市上袋732-2
ゲームセンターハローワールド,富山県富山市新庄本町1-5-25
ゲームスポットアップル魚津店,富山県魚津市吉島2-407-1
石川バイパスレジャーランド宇ノ気店,石川県かほく市森子85
バイパスレジャーランド藤江本店,石川県金沢市藤江南2丁目41
バイパスレジャーランド藤江本店新館1階,石川県金沢市藤江南2-105
バイパスレジャーランド加賀店,石川県加賀市箱宮町ヲ1-1
セガイオンタウン金沢示野,石川県金沢市示野中町79街区1
ラウンドワン金沢店,石川県金沢市横川6-120-1
福井福井レジャーランドワイプラザ店,福井県福井市新保町7-9-1
ジョイランド大和田店,福井県福井市大和田町2-1002
ジョイランド江守店,福井県福井市江守中２丁目１５０８
セガ福井,福井県福井市丸山町1丁目410
セガワールド武生,福井県越前市新町3字13-4
滋賀アミパラ草津店,滋賀県草津市木川町311-1JJタウン木川2F
スーパーヒーロー堅田,滋賀県大津市真野２－３１－３０
ゲームディーノ彦根店,滋賀県彦根市西沼波町１６６
セガワールド甲西,滋賀県湖南市夏見字二ツ橋356-1
セガワールド草津,滋賀県草津市西渋川１－２３－２３Ａ－ＳＱＵＡＲＥＳＡＲＡ２Ｆ
ラウンドワン浜大津アーカス店,滋賀県大津市浜町２－１浜大津アーカス内
京都アミパラ京都南店,京都府向日市森本町佃１５－７うきわくシティ２F
シェルネット西院,京都府京都市右京区西院久保田町6-4
ゲームパニック京都,京都府京都市中京区桜之町415　MOVIX京都別館　地下1階
あそＶＩＶＡゲームセンター,京都府福知山市字堀小字上高田２１４６－１
THE 3RD PLANET BiVi京都二条店,京都府京都市中京区西ノ京栂尾町107
セガワールド六地蔵,京都府京都市伏見区桃山町山ノ下32京都SCビルAM棟2F
ラウンドワン京都河原町店,京都府京都市中京区河原町通三条下ル山崎町２５０
ラウンドワン京都伏見店,京都府京都市伏見区下鳥羽平塚町１３１
奈良アミパラ橿原店,奈良県橿原市十市町1222-1ツインゲート橿原１F
キッズサーカス奈良柏木店,奈良県奈良市柏木町４５６－１
ラウンドワン奈良店,奈良県奈良市大宮町7-1-43
大阪ゲームゼロ,大阪府大阪市北区梅田1-2-2大阪駅前第2ビルB1
関大前フタバボウル,大阪府吹田市千里山東1-7-18
モーリーファンタジーｆ 茨木,大阪府茨木市松ケ本町８－３０－５　イオンSC4F
ＰＡＬＯ京橋,大阪府大阪市都島区片町２－３ー５１
タイトーステーション難波店,大阪府大阪市中央区難波千日前１５－１２
チャレンジャーガムガム,大阪府吹田市岸部南1-24-9
ゲームディーノ,大阪府茨木市永代町５
ゲームパニック堺,大阪府堺市堺区築港八幡町１－１堺浜シーサイドステージ堺浜
ＹＡＺ寝屋川店,大阪府寝屋川市石津中町25-26
ゲームポイントシャトーEX,大阪府大阪市都島区東野田町3-9-3
セガ難波アビオン,大阪府大阪市浪速区難波中2-3-15
セガワールドアポロ,大阪府大阪市阿倍野区阿倍野筋1-5-31
セガワールド布施,大阪府東大阪市長堂1-1-1
ＣＬＵＢＳＥＧＡ藤井寺,大阪府藤井寺市沢田1-20-8
クラブセガ東梅田,大阪府大阪市北区堂山町9-28
スポーツセンター　２１世紀,大阪府堺市南区岩室108-1
セガワールド枚方,大阪府枚方市須山町83-1サンシャインプラザ枚方内
セガワールド和泉,大阪府和泉市肥子町2-4-41
セガ今福,大阪府大阪市城東区今福東1-9-34
セガ新三国アルゴ７,大阪府豊中市神州町1-15
ハイテクランドセガミスト２,大阪府大阪市北区梅田1-11-4駅前第4ビルB1F
ハイテクランドセガ西中島,大阪府大阪市淀川区西中島3-16-8深井センタービル1、2F
ＡＧスクエア東大阪店,大阪府東大阪市稲田新町３－９－６４
セガビバモール寝屋川,大阪府寝屋川市寝屋南2-22-2ビバモール寝屋川2階
セガワールド松原,大阪府堺市東区八下町３－１０
ｎａｍｃｏ梅田店,大阪府大阪市北区小松原町３－３ＯＳビル１～３Ｆ
ラウンドワン守口店,大阪府守口市佐太東町２６－１４ジャガーグリーン２F
ラウンドワン東大阪店,大阪府東大阪市若江南町１－２－１２
ラウンドワン東淀川店,大阪府大阪市東淀川区菅原７－１４－２８
ラウンドワン高槻店,大阪府高槻市辻子3-6-4
ラウンドワン堺中央環状店,大阪府堺市東区石原町2-241
ラウンドワン城東放出店,大阪府大阪市城東区今福南3-4-38
ラウンドワン堺駅前店,大阪府堺市堺区戎島町4-44-3
ラウンドワン枚方店,大阪府枚方市高野道１－２０－２０
ラウンドワン岸和田店,大阪府岸和田市八阪町２－１１－１
ラウンドワン梅田,大阪府大阪市北区小松原町4-16
ラウンドワン千日前,大阪府大阪市中央区難波1-3-1
和歌山ピタゴラス,和歌山県和歌山市土入73-1
ラウンドワン和歌山店,和歌山県和歌山市小雑賀７３９－３
兵庫タイトーFステーション三宮西館店,兵庫県神戸市中央区三宮町2丁目11-1センタープラザ西館
ゲームアイビス太子店,兵庫県揖保郡太子町太田2149
トップラン,兵庫県神戸市西区岩岡町古郷1474-1
アミパラ垂水店,兵庫県神戸市垂水区名谷町字室山１４００－１８
アミパラ加古川店,兵庫県加古川市尾上町今福７１－２
遊スペースマジカル,兵庫県神戸市中央区琴ノ緒町5-2-3
ホムスタ　玉津店,兵庫県神戸市西区丸塚2丁目9-18
ホムスタ加古川店,兵庫県加古川市尾上町安田351-1
プレイステーションネーブル西宮店,兵庫県西宮市両度町6-10
三ノ宮サンクス,兵庫県神戸市中央区琴ﾉ緒町５－４－５高架下４０４-４０７
ＣＬＵＢＳＥＧＡ姫路ＯＳ,兵庫県姫路市駅前町254姫路OSビルB1F
セガつかしん,兵庫県尼崎市塚口本町４－８－１つかしん内
セガ明石,兵庫県明石市魚住町清水２４６４－１
セガフェニックスプラザ摩耶,兵庫県神戸市灘区味泥町６－１フェニックスプラザ１F
セガワールド花北,兵庫県姫路市増位新町１－６－２Ｆ
ラウンドワン加古川店,兵庫県加古川市尾上町安田325番6号
ラウンドワン宝塚店,兵庫県宝塚市栄町１－１４－３
ラウンドワン伊丹店,兵庫県伊丹市昆陽7丁目29
ラウンドワン新開地店,兵庫県神戸市兵庫区新開地２－３－４
ラウンドワン三宮駅前店,兵庫県神戸市中央区小野柄通6-1-17
ラウンドワン佐賀店,佐賀県佐賀市兵庫町大字藤木１１１０番地
ラウンドワン姫路飾磨店,兵庫県姫路市飾磨区中島１－２５４
鳥取アミパラがいな店,鳥取県米子市日ノ出町１－８－１３
セガ鳥取,鳥取県鳥取市安長４１６
セガワールド米子,鳥取県米子市両三柳２７７８－２
岡山ゲームアイビス岡山店,岡山県岡山市中区高屋３０８－１
テクノランド店,岡山県岡山市北区大和町１－７－１２
アミパラ倉敷店,岡山県倉敷市西中新田624-1アミパラボウル1F
アミパラ岡山店,岡山県岡山市北区青江１丁目１３－８
スターダスト,岡山県岡山市北区駅前町１－７
セガ倉敷,岡山県倉敷市西中新田５３５－２
岡山ジョイポリス,岡山県岡山市北区下石井２－１０－１
アミューズメントプレイス・ギミック・セガ,岡山県岡山市中区藤崎５９９－１２
ラウンドワン岡山妹尾店,岡山県岡山市南区妹尾３４１３－１
広島ビバーチャ,広島県広島市中区南竹屋町１０－１７
アミパラキャッスル店,広島県福山市東深津町4-16-25福山キャッスルボウル2F
アミパラ広島店,広島県広島市西区西観音町3-17
GIGA　ZONE,広島県広島市南区松原町2-22
シネパーク広店,広島県呉市広中町1-9
フタバ図書アルティランド,広島県広島市西区草津南４－７－１　アルパーク北棟２Ｆ
ブラックジャックアクア店,広島県広島市安佐南区大町東４－１２－１１
スピカ広島八丁堀店,広島県広島市中区新天地5-3ﾄﾞﾝｷﾎｰﾃ広島八丁堀店地下1階
アミューズメントパークワールド,広島県広島市中区八丁堀１１－６パークレーンビル１Ｆ
スペースV1廿日市店,広島県廿日市市本町4-23
アミパラここじゃ店,広島県東広島市西条町下見6-10-19 山手電気内
セガワールド　ＭＥＧＡ,広島県広島市安佐南区中筋４－１１－７
セガ海田,広島県安芸郡海田町南大正町３－３５
セガ尾道,広島県尾道市新浜１－２－１３
セガワールド宇品,広島県広島市南区宇品西３－４
セガワールド大町,広島県広島市安佐南区大町東３－２７－４
セガワールド福山,広島県福山市瀬戸町大字山北３００
ラウンドワン広島店,広島県広島市中区立町３－１１
ラウンドワン福山店,広島県福山市明神町１－９－２８
島根ｙｏｕｍｅ　ＣＩＲＣＵＳ出雲店,島根県出雲市大塚町６５０－１ゆめタウン出雲店　東館３Ｆ
オートパーラーやすぎ,島根県安来市西荒島町33番地
セガ松江,島根県松江市嫁島町１２－１５
山口アミパラ下関店,山口県下関市長府才川１－４２－４８
フレスパランドカッタの湯,山口県宇部市海南町1675
ギガゾーン岩国店,山口県岩国市室の木1-5-5
ゲームスポットSPEED,山口県周南市大字久米3219
ＧＡＭＥ　ＡＬＥＸ,山口県宇部市西宇部南３丁目５－５３
ネオブラボー,山口県防府市高倉1-3-30
アミパラ周南久米店,山口県周南市大字久米2834　イオンタウン周南久米
ＡＧスクエア小郡店,山口県山口市小郡前田町３－６ロックタウン
徳島アポロゲームセンター沖洲店,徳島県徳島市南沖洲1-93
アミューズメントパフェパレパレ田宮店,徳島県徳島市南田宮２－２－４６
セガ徳島スエヒロボウル,徳島県徳島市南末広町４－９５－２
ラウンドワン徳島・万代店,徳島県徳島市万代町４－１９－１
香川マックスプラザ善通寺,香川県善通寺市中村町１７９８－２マックスプラザ
セガ高松,香川県高松市勅使町535
セガ丸亀,香川県丸亀市蓬莱町５６－１
ラウンドワン高松店,香川県高松市松島町２－７－４３
愛媛タイトーFステーション今治,愛媛県今治市東村1丁目甲745-1
アミパラ松山店,愛媛県松山市生石町６５５－１
セガ松山,愛媛県松山市枝松５－７－３２
ハイテクセガ新居浜,愛媛県新居浜市徳常町６－８
ラウンドワン松山店,愛媛県松山市東長戸１－３－１０
高知ラウンドワン高知店,高知県高知市南宝永町４－１２
福岡アミューズメントMGM陣原店,福岡県北九州市八幡西区陣原1-2-12
タイトーFステーションヨドバシ博多店,福岡県福岡市博多区博多駅中央街6-12ヨドバシカメラ4Ｆ
G-COM和白店,福岡県福岡市東区和白3-27-69
タイトーステーション福岡天神,福岡県福岡市中央区天神２－６－３５サザンクロスビル
Ｇ-ＳＴＡＧＥ飯塚店,福岡県飯塚市枝国６８０－２
楽市街道箱崎店2F,福岡県福岡市東区箱崎5-1-8
楽市楽座福重店,福岡県福岡市西区石丸4-263-1
大牟田Ｊ-ＧＡＭＥ,福岡県大牟田市旭町３－３－７
カジノ京町,福岡県北九州市小倉北区京町二丁目６－３
ハイパーメッセ,福岡県北九州市小倉南区北方４－６－７
ＳＥＧＡＡＲＥＮＡ中間,福岡県中間市上蓮花寺３-１－１
ｎａｍｃｏ博多バスターミナル店,福岡県福岡市博多区博多駅中央街２－１博多バスターミナル７階
ラウンドワン福岡天神店,福岡県福岡市中央区天神２－６－１２
ラウンドワン小倉店,福岡県北九州市小倉北区西港町15-65
ラウンドワン博多半道橋店,福岡県福岡市博多区半道橋２－２－８
ラウンドワン大野城店,福岡県大野城市御笠川１－１８－１６
大分レジャースタジアム遊えん知大分店,大分県大分市片島字上川原148-1
アミュスポ,大分県別府市新港町１－３３
セガワールド高城,大分県大分市牧１－１６１－８
セガワールド中津,大分県中津市沖代町１－２－１６
ハイテクランドセガハーバープレイス,大分県別府市餅ヶ浜１６１－２
ラウンドワン大分店,大分県大分市萩原２－１３－１７
佐賀ＡＧスクエア佐賀武雄店,佐賀県武雄市武雄町富岡12517-1
ラウンドワン佐賀店,佐賀県佐賀市兵庫町大字藤木１１１０番地
長崎アミパラ佐世保店,長崎県佐世保市大塔町１８－１５
G-stage浜町,長崎県長崎市浜町2-26
ハイテクセガもみの木村,長崎県諫早市小川町90-1
セガワールドサンスパおおむら,長崎県大村市森園町663-3
宮崎セガ延岡,宮崎県延岡市平原町５丁目１４９２－８
ラウンドワン宮崎店,宮崎県宮崎市中村東３－４－６０
熊本サンゲームス熊本インタープラザ,熊本県熊本市東区御領8-4-82号
パスカワールドグリーンランド店,熊本県荒尾市本井手１５７４－５４
ｎａｍｃｏワンダーシティ南熊本店,熊本県熊本市中央区九品寺６－９－１
ラウンドワン熊本店,熊本県熊本市西区春日7-25-15
鹿児島セガワールド出水,鹿児島県出水市六月田町３４７
ラウンドワン鹿児島宇宿店,鹿児島県鹿児島市宇宿2-2-2
沖縄ＣＬＵＢ　ＳＥＧＡ北谷,沖縄県中頭郡北谷町美浜９－８
ラウンドワン宜野湾店,沖縄県宜野湾市真志喜３－２８－８

